ward_id,ward_num,ward_name,zone_name,area_sqm,area_sqkm,population_2011,density_2011,updated_population_2023,slum_percentage,centroid_lon,centroid_lat,mean_aqi,mean_electricity_kwh,mean_water_liters,mean_traffic_speed_kmph,green_cover_ratio,built_density_score,compactness_score,sprawl_index,electricity_stress_index,water_stress_index,sewage_stress_index,pollution_stress_index,mobility_stress_index,amenity_gap_score,transport_gap_score,resource_gap_score
ward_160,160,Rajarajeshwari Nagar,154-RAJARAJESHWARI NAGAR,4361951.5635415185,4.361951563541519,56897,13043.93,68027,7.73,77.64825797559405,13.030400584019558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_161,161,Hosakerehalli,171-PADMANABA NAGAR,3782607.2874105577,3.7826072874105576,46805,12373.74,55961,6.97,77.60312945979477,13.061849371886058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_162,162,Girinagar,170-BASAVANAGUDI,6238974.779573723,6.238974779573723,43195,6923.41,51645,2.42,77.62468324029933,13.052482833726536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_163,163,Katriguppe,170-BASAVANAGUDI,3547531.9999232604,3.5475319999232604,45572,12846.11,54487,7.42,77.55355884485151,12.895030539680535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_164,164,Vidyapeeta ward,170-BASAVANAGUDI,3662317.475354409,3.662317475354409,43483,11873.08,51989,6.36,77.61425151336513,12.897366225672684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_165,165,Ganesh Mandir ward,171-PADMANABA NAGAR,4377479.094097137,4.377479094097137,25998,5939.03,31084,1.21,77.490940288875,12.985248175348847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_166,166,Karisandra,171-PADMANABA NAGAR,4464401.079959151,4.464401079959151,27040,6056.8,32330,1.36,77.64001477165017,12.91359152632213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_167,167,Yediyur,171-PADMANABA NAGAR,2720036.813590176,2.720036813590176,32756,12042.48,39164,6.82,77.6677895738237,13.007053190878935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_168,168,Pattabhiram Nagar,173-JAYANAGAR,982678.4228962981,0.9826784228962981,28353,28852.78,33899,17.58,77.62720062068668,12.898403184494077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_169,169,Byrasandra,173-JAYANAGAR,9718476.291499605,9.718476291499606,32066,3299.49,38339,0.15,77.53597722894514,12.895089436656235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_170,170,Jayanagar East,173-JAYANAGAR,1740940.622861335,1.740940622861335,33927,19487.74,40564,11.67,77.67370372917127,12.979983179965098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_171,171,Gurappanapalya,173-JAYANAGAR,3681454.0207803436,3.6814540207803437,48991,13307.51,58575,7.88,77.58187030065062,12.883735109682963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_172,172,Madivala,172-B.T.M. LAYOUT,1291916.4217553418,1.2919164217553418,42624,32992.85,50962,19.55,77.51263539738235,13.046205557574941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_173,173,Jakkasandra,172-B.T.M. LAYOUT,7643721.832559031,7.643721832559032,33521,4385.43,40078,0.61,77.67206695179034,12.956975731253548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_174,174,HSR Layout,175-BOMMANAHALLI,3178660.7973490045,3.1786607973490044,63033,19830.05,75363,11.82,77.50453818134582,13.038650999096182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_175,175,Bommanahalli,175-BOMMANAHALLI,5718662.4187889155,5.718662418788916,43585,7621.54,52111,3.33,77.48550796164177,13.002054981880184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_176,176,BTM Layout,172-B.T.M. LAYOUT,3641230.622036624,3.6412306220366237,52250,14349.54,62471,8.48,77.52082816801995,13.056143643814499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_177,177,J P Nagar,173-JAYANAGAR,3758952.347861124,3.758952347861124,28846,7673.95,34489,3.48,77.4895253277192,12.94015568672262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_178,178,Sarakki,173-JAYANAGAR,3396402.3184238533,3.396402318423853,31034,9137.32,37105,4.85,77.56424073874732,12.881538041371408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_179,179,Shakambari Nagar,173-JAYANAGAR,1754884.1652399718,1.7548841652399718,25871,14742.28,30932,9.09,77.63824240288389,12.900244782681826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_180,180,Banashankari Temple ward,171-PADMANABA NAGAR,9578617.598909121,9.578617598909121,42171,4402.62,50420,0.76,77.57577632278519,13.076526280083092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_181,181,Kumaraswamy Layout,171-PADMANABA NAGAR,2429470.77848059,2.42947077848059,47182,19420.69,56412,11.52,77.55827257959554,13.074483419585107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_182,182,Padmanabha Nagar,171-PADMANABA NAGAR,2802807.7176905936,2.8028077176905937,41037,14641.39,49065,8.79,77.6777191064807,12.971506352844901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_183,183,Chikkalsandra,171-PADMANABA NAGAR,7316369.615987753,7.316369615987752,43364,5926.98,51847,1.06,77.48090784480519,12.96528145794117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_184,184,Uttarahalli,176-BANGALORE SOUTH,7566989.543945145,7.5669895439451444,57209,7560.34,68400,3.18,77.54250770597618,13.071799898227923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_185,185,Yelchenahalli,176-BANGALORE SOUTH,1904052.1901953993,1.9040521901953993,46943,24654.26,56126,15.15,77.62934182073101,12.891583366202926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_186,186,Jaraganahalli,175-BOMMANAHALLI,3929076.933128007,3.929076933128007,38294,9746.31,45785,5.15,77.65457861810116,12.910345724814142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_187,187,Puttenahalli,175-BOMMANAHALLI,3825602.947988386,3.825602947988386,49207,12862.55,58833,7.58,77.68073296807046,12.988801607877445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_188,188,Bilekhalli,175-BOMMANAHALLI,1866359.6984896099,1.8663596984896098,49884,26727.97,59642,16.67,77.67718766018659,13.008594450053543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ward_189,189,Hongasandra,175-BOMMANAHALLI,5516286.92879465,5.51628692879465,68554,12427.56,81964,7.12,77.49446771275586,12.920172364491403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
