park_id,park_name,area_sqkm,lat,lon,amenities_available,h3_index,index_right,ward_id
kmlpark_194,,0.04334,13.011413,77.536722,,886014595bfffff,93.0,ward_94
kmlpark_195,,0.05589,13.013193,77.535217,,886014595bfffff,93.0,ward_94
kmlpark_196,,0.08946,13.013567,77.535801,,886014595bfffff,93.0,ward_94
kmlpark_197,,0.04829,13.012242,77.547263,,8860145b33fffff,49.0,ward_50
kmlpark_198,,0.05048,13.018828,77.549412,,886014595dfffff,75.0,ward_76
kmlpark_199,,0.05694,13.016404,77.542477,,8860145959fffff,75.0,ward_76
kmlpark_200,,0.1146,13.012759,77.542129,,8860145959fffff,75.0,ward_76
kmlpark_201,,0.03476,13.01381,77.5416,,8860145959fffff,75.0,ward_76
kmlpark_202,,0.06124,13.010107,77.543692,,8860145865fffff,64.0,ward_65
kmlpark_203,,0.06642,13.00996,77.543525,,8860145865fffff,64.0,ward_65
kmlpark_204,,0.06312,13.018263,77.558001,,8860145b35fffff,30.0,ward_31
kmlpark_205,,0.06297,13.006547,77.565202,,8860145b3dfffff,30.0,ward_31
kmlpark_206,,0.05816,13.01046,77.594328,,8860145b67fffff,44.0,ward_45
kmlpark_207,,0.06004,13.021312,77.59705,,8861892cd1fffff,44.0,ward_45
kmlpark_208,,0.01801,13.021687,77.596154,,8861892cd1fffff,44.0,ward_45
kmlpark_209,,0.02119,13.023179,77.59601,,8861892cd1fffff,44.0,ward_45
kmlpark_210,,0.07922,13.01947,77.596234,,8861892cdbfffff,44.0,ward_45
kmlpark_211,,0.03341,13.004998,77.603937,,8860145b6dfffff,32.0,ward_33
kmlpark_212,,0.02096,13.019463,77.596211,,8861892cdbfffff,44.0,ward_45
kmlpark_213,,0.06814,13.012176,77.629028,,8861892ea3fffff,85.0,ward_86
kmlpark_214,,0.03021,13.000732,77.662419,,8861892eedfffff,143.0,ward_144
kmlpark_215,,0.02052,12.996855,77.66181,,8861892eedfffff,143.0,ward_144
kmlpark_216,,0.06737,13.003291,77.661727,,8861892eedfffff,143.0,ward_144
kmlpark_217,,0.04551,13.011792,77.659023,,8861892ee5fffff,152.0,ward_153
kmlpark_218,,0.05982,13.004436,77.661249,,8861892eedfffff,143.0,ward_144
kmlpark_219,,0.05354,12.969064,77.67482,,8861892e53fffff,181.0,ward_182
kmlpark_220,,0.1102,12.971474,77.682727,,8861892e53fffff,181.0,ward_182
kmlpark_221,,0.071,12.991703,77.676996,,8861892e15fffff,196.0,ward_197
kmlpark_222,,0.07046,13.02306,77.708897,,8861892f53fffff,,ward_197
kmlpark_223,,0.09041,13.025014,77.707563,,8861892f53fffff,,ward_197
kmlpark_224,,0.05505,13.017438,77.703887,,8861892e2dfffff,,ward_197
kmlpark_225,,0.07818,13.006559,77.682736,,8861892e3dfffff,187.0,ward_188
kmlpark_226,,0.04646,13.004746,77.689675,,8861892e2bfffff,196.0,ward_197
kmlpark_227,,0.01473,13.007497,77.694963,,8861892e2bfffff,196.0,ward_197
kmlpark_228,,0.06971,12.996118,77.66625,,8861892e17fffff,166.0,ward_167
kmlpark_229,,0.03514,12.983974,77.661428,,8861892e13fffff,147.0,ward_148
kmlpark_230,,0.02953,12.970533,77.650636,,8861892ec9fffff,145.0,ward_146
kmlpark_231,,0.02589,12.973445,77.656359,,8861892ec9fffff,145.0,ward_146
kmlpark_232,,0.0235,12.974979,77.654565,,8861892ec9fffff,145.0,ward_146
kmlpark_233,,0.12973,13.000701,77.621468,,8861892eb9fffff,88.0,ward_89
kmlpark_234,,0.05043,13.000951,77.623965,,8861892eb9fffff,88.0,ward_89
kmlpark_235,,0.07488,13.000468,77.628355,,8861892e87fffff,88.0,ward_89
kmlpark_236,,0.05435,13.004732,77.626969,,8861892e87fffff,88.0,ward_89
kmlpark_237,,0.02141,12.996365,77.64131,,8861892e8dfffff,88.0,ward_89
kmlpark_238,,0.07518,13.004029,77.616973,,8861892eb1fffff,60.0,ward_61
kmlpark_239,,0.03422,13.005549,77.619976,,8861892eb9fffff,60.0,ward_61
kmlpark_240,,0.04837,13.000379,77.607627,,8861892ebbfffff,40.0,ward_41
kmlpark_241,,0.04743,13.004756,77.605576,,8861892eb3fffff,48.0,ward_49
kmlpark_242,,0.03557,13.000423,77.607639,,8861892ebbfffff,40.0,ward_41
kmlpark_243,,0.05344,13.004991,77.603942,,8860145b6dfffff,32.0,ward_33
kmlpark_244,,0.02838,13.001045,77.597562,,8860145b61fffff,6.0,ward_7
kmlpark_245,,0.04472,13.002247,77.596325,,8860145b61fffff,6.0,ward_7
kmlpark_246,,0.01894,12.998147,77.603439,,8860145b6dfffff,6.0,ward_7
kmlpark_247,,0.03577,12.998226,77.604433,,8860145b6dfffff,6.0,ward_7
kmlpark_248,,0.05135,12.984343,77.598943,,8861892e93fffff,3.0,ward_4
kmlpark_249,,0.0732,13.004249,77.579697,,8860145b05fffff,15.0,ward_16
kmlpark_250,,0.04667,13.002544,77.576687,,8860145b05fffff,15.0,ward_16
kmlpark_251,,0.0806,12.999143,77.574338,,8860145b05fffff,15.0,ward_16
kmlpark_252,,0.03915,13.006906,77.578348,,8860145b29fffff,38.0,ward_39
kmlpark_253,,0.01271,12.998957,77.581921,,8860145b05fffff,15.0,ward_16
kmlpark_254,,0.09679,12.996521,77.582361,,8860145b0dfffff,6.0,ward_7
kmlpark_255,,0.00978,12.999646,77.581363,,8860145b05fffff,15.0,ward_16
kmlpark_256,,0.03754,12.999602,77.584017,,8860145b63fffff,15.0,ward_16
kmlpark_257,,0.06886,13.006101,77.575472,,8860145b2bfffff,38.0,ward_39
kmlpark_258,,0.04923,13.003221,77.570635,,8860145b07fffff,30.0,ward_31
kmlpark_259,,0.03786,13.003077,77.570687,,8860145b07fffff,30.0,ward_31
kmlpark_260,,0.03649,13.000933,77.563685,,8860145b39fffff,30.0,ward_31
kmlpark_261,,0.04858,13.007253,77.557824,,8860145b31fffff,30.0,ward_31
kmlpark_262,,0.02716,13.010372,77.55831,,8860145b31fffff,30.0,ward_31
kmlpark_263,,0.03713,13.009755,77.557001,,8860145b31fffff,30.0,ward_31
kmlpark_264,,0.00432,12.999408,77.542011,,886014586dfffff,49.0,ward_50
kmlpark_265,,0.08412,13.00178,77.547504,,886014586dfffff,49.0,ward_50
kmlpark_266,,0.05108,13.008598,77.544169,,8860145865fffff,64.0,ward_65
kmlpark_267,,0.02839,13.00418,77.54283,,886014586dfffff,49.0,ward_50
kmlpark_268,,0.06108,13.003917,77.546466,,886014586dfffff,49.0,ward_50
kmlpark_269,,0.04005,13.002569,77.551779,,8860145b3bfffff,49.0,ward_50
kmlpark_270,,0.06524,13.011116,77.551278,,8860145b33fffff,49.0,ward_50
kmlpark_271,,0.01308,13.007248,77.544841,,8860145b33fffff,49.0,ward_50
kmlpark_272,,0.02132,13.00285,77.541857,,886014586dfffff,49.0,ward_50
kmlpark_273,,0.06798,13.004413,77.5453,,886014586dfffff,49.0,ward_50
kmlpark_274,,0.04652,12.997854,77.545652,,886014586dfffff,49.0,ward_50
kmlpark_275,,0.0642,12.998472,77.548833,,8860145b3bfffff,49.0,ward_50
kmlpark_276,,0.0555,13.00316,77.546762,,886014586dfffff,49.0,ward_50
kmlpark_277,,0.07708,13.010264,77.543566,,8860145865fffff,64.0,ward_65
kmlpark_278,,0.07094,13.009978,77.543451,,8860145865fffff,64.0,ward_65
kmlpark_279,,0.04134,13.006928,77.537686,,8860145865fffff,64.0,ward_65
kmlpark_280,,0.07808,13.006741,77.538165,,8860145865fffff,64.0,ward_65
kmlpark_281,,0.11615,13.006641,77.53843,,8860145865fffff,64.0,ward_65
kmlpark_282,,0.06674,13.010751,77.538051,,8860145865fffff,77.0,ward_78
kmlpark_283,,0.03619,13.008781,77.545484,,8860145b33fffff,64.0,ward_65
kmlpark_284,,0.06393,13.010085,77.543547,,8860145865fffff,64.0,ward_65
kmlpark_285,,0.08737,13.012154,77.544745,,8860145959fffff,64.0,ward_65
kmlpark_286,,0.03569,13.008518,77.544241,,8860145865fffff,64.0,ward_65
kmlpark_287,,0.05549,13.008141,77.539937,,8860145865fffff,64.0,ward_65
kmlpark_288,,0.07044,12.967564,77.527095,,886014584bfffff,73.0,ward_74
kmlpark_289,,0.0458,12.994715,77.487791,,8860145817fffff,164.0,ward_165
kmlpark_290,,0.03251,12.996415,77.488181,,8860145817fffff,164.0,ward_165
kmlpark_291,,0.03575,12.996649,77.486291,,8860145817fffff,164.0,ward_165
kmlpark_292,,0.04373,12.98991,77.487426,,8860145813fffff,164.0,ward_165
kmlpark_293,,0.04521,12.979282,77.476401,,88601458c1fffff,182.0,ward_183
kmlpark_294,,0.04871,12.981793,77.486337,,886014581bfffff,164.0,ward_165
kmlpark_295,,0.07982,12.976466,77.485422,,886014581bfffff,164.0,ward_165
kmlpark_296,,0.02938,12.972145,77.482871,,8860145aa7fffff,164.0,ward_165
kmlpark_297,,0.0403,12.977803,77.485699,,886014581bfffff,164.0,ward_165
kmlpark_298,,0.07624,12.982121,77.484406,,8860145813fffff,182.0,ward_183
kmlpark_299,,0.04626,12.982063,77.476605,,88601458c5fffff,182.0,ward_183
kmlpark_300,,0.05055,12.978803,77.483933,,88601458cdfffff,182.0,ward_183
kmlpark_301,,0.07712,12.971113,77.515943,,886014585dfffff,110.0,ward_111
kmlpark_302,,0.08774,12.962601,77.507754,,886014585bfffff,135.0,ward_136
kmlpark_303,,0.04857,12.964023,77.509133,,886014585bfffff,135.0,ward_136
kmlpark_304,,0.05134,12.962958,77.510268,,8860145859fffff,135.0,ward_136
kmlpark_305,,0.05653,12.962023,77.513761,,8860145859fffff,135.0,ward_136
kmlpark_306,,0.05131,12.968664,77.514431,,8860145859fffff,135.0,ward_136
kmlpark_307,,0.06725,12.973034,77.512335,,8860145851fffff,110.0,ward_111
kmlpark_308,,0.0609,12.97687,77.512272,,8860145855fffff,110.0,ward_111
kmlpark_309,,0.00754,12.977285,77.513007,,8860145855fffff,110.0,ward_111
kmlpark_310,,0.00318,12.979639,77.513809,,8860145855fffff,110.0,ward_111
kmlpark_311,,0.04072,12.977262,77.516348,,8860145855fffff,110.0,ward_111
kmlpark_312,,0.01605,12.966053,77.51652,,8860145859fffff,135.0,ward_136
kmlpark_313,,0.06627,12.994878,77.537968,,8860145869fffff,69.0,ward_70
kmlpark_314,,0.04223,12.992889,77.531993,,886014586bfffff,69.0,ward_70
kmlpark_315,,0.06603,12.998891,77.528099,,8860145863fffff,67.0,ward_68
kmlpark_316,,0.02765,12.995168,77.533161,,886014586bfffff,69.0,ward_70
kmlpark_317,,0.02052,13.002869,77.541831,,886014586dfffff,49.0,ward_50
kmlpark_318,,0.04755,12.996225,77.534527,,886014586bfffff,67.0,ward_68
kmlpark_319,,0.04805,12.997614,77.537516,,8860145861fffff,67.0,ward_68
kmlpark_320,,0.09242,13.003033,77.542129,,886014586dfffff,49.0,ward_50
kmlpark_321,,0.02999,13.001705,77.53905,,8860145861fffff,49.0,ward_50
kmlpark_322,,0.08602,13.001407,77.537752,,8860145861fffff,49.0,ward_50
kmlpark_323,,0.02226,12.999084,77.538213,,8860145861fffff,67.0,ward_68
kmlpark_324,,0.03212,12.998823,77.526946,,8860145863fffff,104.0,ward_105
kmlpark_325,,0.05428,12.999803,77.531159,,8860145863fffff,67.0,ward_68
kmlpark_326,,0.0685,13.000142,77.53257,,8860145861fffff,67.0,ward_68
kmlpark_327,,0.05042,12.994652,77.572968,,8860145b01fffff,8.0,ward_9
kmlpark_328,,0.06124,12.993998,77.609156,,8861892e97fffff,40.0,ward_41
kmlpark_329,,0.03356,13.000193,77.61949,,8861892eb9fffff,40.0,ward_41
kmlpark_330,,0.05221,12.990552,77.619342,,8861892e95fffff,40.0,ward_41
kmlpark_331,,0.06836,13.000612,77.61094,,8861892ebbfffff,40.0,ward_41
kmlpark_332,,0.04355,12.979615,77.633671,,8861892ed5fffff,100.0,ward_101
kmlpark_333,,0.0446,12.979615,77.633671,,8861892ed5fffff,100.0,ward_101
kmlpark_334,,0.09463,12.981048,77.637634,,8861892ec3fffff,100.0,ward_101
kmlpark_335,,0.0608,12.980145,77.629093,,8861892ed5fffff,100.0,ward_101
kmlpark_336,,0.06659,12.979552,77.635907,,8861892ed5fffff,100.0,ward_101
kmlpark_337,,0.03603,12.978895,77.627182,,8861892ed7fffff,100.0,ward_101
kmlpark_338,,0.03078,12.981944,77.635192,,8861892e89fffff,100.0,ward_101
kmlpark_339,,0.06705,12.975434,77.644883,,8861892ecbfffff,100.0,ward_101
kmlpark_340,,0.0882,12.991678,77.676966,,8861892e15fffff,196.0,ward_197
kmlpark_341,,0.05765,12.997744,77.760704,,88618921e3fffff,,ward_197
kmlpark_342,,0.06916,12.971488,77.747912,,88618921d1fffff,,ward_197
kmlpark_343,,0.0863,12.966631,77.716162,,88618920a3fffff,,ward_182
kmlpark_344,,0.0238,12.974457,77.700829,,8861892e43fffff,,ward_182
kmlpark_345,,0.03571,12.962013,77.709605,,88618920b5fffff,,ward_182
kmlpark_346,,0.05216,12.970405,77.699382,,8861892e5dfffff,,ward_182
kmlpark_347,,0.01992,12.962677,77.713954,,88618920a3fffff,,ward_182
kmlpark_348,,0.06564,12.968711,77.700426,,8861892e4bfffff,,ward_182
kmlpark_349,,0.03089,12.958509,77.718746,,88618920abfffff,,ward_182
kmlpark_350,,0.04656,12.966475,77.658726,,8861892523fffff,129.0,ward_130
kmlpark_351,,0.07497,12.963728,77.643026,,8861892537fffff,129.0,ward_130
kmlpark_352,,0.09385,12.971205,77.64409,,8861892ecbfffff,100.0,ward_101
kmlpark_353,,0.00285,12.973851,77.627536,,8861892ed1fffff,68.0,ward_69
kmlpark_354,,0.05067,12.970155,77.631544,,8861892ed1fffff,68.0,ward_69
kmlpark_355,,0.02474,12.97387,77.626814,,8861892ed1fffff,68.0,ward_69
kmlpark_356,,0.04865,12.972605,77.628655,,8861892ed1fffff,68.0,ward_69
kmlpark_357,,0.01604,12.98097,77.615698,,8861892e99fffff,43.0,ward_44
kmlpark_358,,0.04427,12.98529,77.622341,,8861892e9dfffff,43.0,ward_44
kmlpark_359,,0.02187,12.98435,77.59892,,8860145b45fffff,3.0,ward_4
kmlpark_360,,0.05584,12.991504,77.599631,,8860145b69fffff,6.0,ward_7
kmlpark_361,,0.03522,12.993853,77.590637,,8860145b6bfffff,6.0,ward_7
kmlpark_362,,0.03928,12.996081,77.584412,,8860145b0dfffff,6.0,ward_7
kmlpark_363,,0.05595,12.992576,77.598816,,8860145b69fffff,6.0,ward_7
kmlpark_364,,0.02589,12.991853,77.578189,,8860145b0dfffff,6.0,ward_7
kmlpark_365,,0.04254,12.990763,77.581942,,8860145b0dfffff,6.0,ward_7
kmlpark_366,,0.09248,12.973673,77.572454,,8860145b51fffff,0.0,ward_1
kmlpark_367,,0.049,12.991951,77.572003,,8860145b01fffff,0.0,ward_1
kmlpark_368,,0.05124,12.988146,77.57573,,8860145b09fffff,0.0,ward_1
kmlpark_369,,0.02076,12.978224,77.578317,,8860145b43fffff,0.0,ward_1
kmlpark_370,,0.03517,12.979891,77.572037,,8860145b55fffff,0.0,ward_1
kmlpark_371,,0.0549,12.980011,77.571451,,8860145b55fffff,0.0,ward_1
kmlpark_372,,0.06403,12.987037,77.576342,,8860145b09fffff,0.0,ward_1
kmlpark_373,,0.04325,12.977396,77.581677,,8860145b43fffff,0.0,ward_1
kmlpark_374,,0.06026,12.990221,77.577966,,8860145b09fffff,0.0,ward_1
kmlpark_375,,0.0402,12.976377,77.63715,,8861892ec3fffff,100.0,ward_101
kmlpark_376,,0.04693,12.984042,77.565499,,8860145b0bfffff,5.0,ward_6
kmlpark_377,,0.04881,12.987933,77.567591,,8860145b0bfffff,5.0,ward_6
kmlpark_378,,0.06574,12.989338,77.565435,,8860145b03fffff,12.0,ward_13
kmlpark_379,,0.04546,12.997059,77.556426,,8860145b15fffff,26.0,ward_27
kmlpark_380,,0.03688,12.995557,77.558897,,8860145b15fffff,26.0,ward_27
kmlpark_381,,0.04371,12.99741,77.552896,,8860145b3bfffff,26.0,ward_27
kmlpark_382,,0.034,12.993912,77.553458,,8860145b15fffff,26.0,ward_27
kmlpark_383,,0.05016,12.996483,77.564472,,8860145b03fffff,18.0,ward_19
kmlpark_384,,0.02104,12.985879,77.553232,,8860145b11fffff,21.0,ward_22
kmlpark_385,,0.03316,12.995638,77.543901,,8860145869fffff,26.0,ward_27
kmlpark_386,,0.03279,12.996743,77.543086,,8860145869fffff,26.0,ward_27
kmlpark_387,,0.03111,12.995947,77.541299,,8860145869fffff,41.0,ward_42
kmlpark_388,,0.04593,12.994636,77.551817,,8860145b17fffff,26.0,ward_27
kmlpark_389,,0.06473,12.995893,77.541436,,8860145869fffff,41.0,ward_42
kmlpark_390,,0.01078,12.990837,77.544176,,8860145b13fffff,41.0,ward_42
kmlpark_391,,0.00581,12.99106,77.534357,,886014586bfffff,53.0,ward_54
kmlpark_392,,0.05857,12.991404,77.534775,,886014586bfffff,53.0,ward_54
kmlpark_393,,0.07191,12.989455,77.535929,,8860145845fffff,53.0,ward_54
kmlpark_394,,0.10566,12.984894,77.529729,,8860145847fffff,53.0,ward_54
kmlpark_395,,0.02594,12.983575,77.534649,,8860145845fffff,53.0,ward_54
kmlpark_396,,0.06472,12.992098,77.529345,,886014586bfffff,80.0,ward_81
kmlpark_397,,0.08688,12.977633,77.529713,,8860145841fffff,62.0,ward_63
kmlpark_398,,0.06246,12.978361,77.527874,,8860145841fffff,78.0,ward_79
kmlpark_399,,0.04722,12.975074,77.542526,,8860145a27fffff,42.0,ward_43
kmlpark_400,,0.03902,12.978251,77.535658,,886014584dfffff,42.0,ward_43
kmlpark_401,,0.0522,12.97415,77.540188,,886014584dfffff,42.0,ward_43
kmlpark_402,,0.04762,12.974999,77.536317,,8860145849fffff,62.0,ward_63
kmlpark_403,,0.02546,12.984557,77.541062,,8860145b13fffff,25.0,ward_26
kmlpark_404,,0.01508,12.984521,77.53479,,8860145845fffff,53.0,ward_54
kmlpark_405,,0.04619,12.984208,77.539857,,8860145845fffff,42.0,ward_43
kmlpark_406,,0.02915,12.975035,77.542603,,8860145a27fffff,42.0,ward_43
kmlpark_407,,0.06105,12.986275,77.53853,,8860145845fffff,42.0,ward_43
kmlpark_408,,0.06201,12.986287,77.53858,,8860145845fffff,42.0,ward_43
kmlpark_409,,0.03717,12.986287,77.538576,,8860145845fffff,42.0,ward_43
kmlpark_410,,0.03975,12.976816,77.554609,,8860145b19fffff,25.0,ward_26
kmlpark_411,,0.0569,12.979629,77.548853,,8860145b1bfffff,25.0,ward_26
kmlpark_412,,0.04588,12.981891,77.537832,,886014584dfffff,42.0,ward_43
kmlpark_413,,0.03154,12.983557,77.546533,,8860145b13fffff,25.0,ward_26
kmlpark_414,,0.03774,12.992496,77.550039,,8860145b17fffff,21.0,ward_22
kmlpark_415,,0.05084,12.99266,77.54996,,8860145b17fffff,21.0,ward_22
kmlpark_416,,0.04835,12.987243,77.550479,,8860145b11fffff,21.0,ward_22
kmlpark_417,,0.09218,12.987244,77.55045,,8860145b11fffff,21.0,ward_22
kmlpark_418,,0.07101,12.983881,77.551645,,8860145b11fffff,21.0,ward_22
kmlpark_419,,0.04149,12.986304,77.557231,,8860145b1dfffff,14.0,ward_15
kmlpark_420,,0.05703,12.983777,77.55167,,8860145b11fffff,21.0,ward_22
kmlpark_421,,0.03229,12.989196,77.557632,,8860145b15fffff,14.0,ward_15
kmlpark_422,,0.01734,12.984617,77.557834,,8860145b1dfffff,14.0,ward_15
kmlpark_423,,0.07504,12.983097,77.549541,,8860145b11fffff,21.0,ward_22
kmlpark_424,,0.08191,12.985591,77.553324,,8860145b11fffff,21.0,ward_22
kmlpark_425,,0.08821,12.967702,77.588843,,88618925b5fffff,3.0,ward_4
kmlpark_426,,0.05103,12.969929,77.584659,,8860145b4bfffff,3.0,ward_4
kmlpark_427,,0.04657,12.97754,77.581612,,8860145b43fffff,0.0,ward_1
kmlpark_428,,0.0743,12.966123,77.587148,,88618925b5fffff,3.0,ward_4
kmlpark_429,,0.02449,12.985623,77.590964,,8860145b45fffff,3.0,ward_4
kmlpark_430,,0.02207,12.978246,77.587368,,8860145b41fffff,3.0,ward_4
kmlpark_431,,0.07225,12.967711,77.588937,,88618925b5fffff,3.0,ward_4
kmlpark_432,,0.01773,12.964601,77.615822,,88618925adfffff,45.0,ward_46
kmlpark_433,,0.04553,12.962459,77.613825,,88618925adfffff,45.0,ward_46
kmlpark_434,,0.01044,12.974086,77.61139,,88618925a5fffff,20.0,ward_21
kmlpark_435,,0.05518,12.972915,77.612009,,88618925a5fffff,20.0,ward_21
kmlpark_436,,0.02406,12.965629,77.637055,,8861892537fffff,105.0,ward_106
kmlpark_437,,0.05644,12.965629,77.637055,,8861892537fffff,105.0,ward_106
kmlpark_438,,0.04069,12.968692,77.636645,,8861892eddfffff,105.0,ward_106
kmlpark_439,,0.0403,12.963636,77.635739,,8861892ed9fffff,105.0,ward_106
kmlpark_440,,0.06691,12.961371,77.639494,,8861892537fffff,105.0,ward_106
kmlpark_441,,0.01058,12.961173,77.660445,,8861892523fffff,172.0,ward_173
kmlpark_442,,0.02557,12.961785,77.659536,,8861892523fffff,140.0,ward_141
kmlpark_443,,0.04714,12.954769,77.600621,,88618925abfffff,23.0,ward_24
kmlpark_444,,0.0641,12.952276,77.624242,,88618925e1fffff,128.0,ward_129
kmlpark_445,,0.02285,12.952725,77.625111,,88618925e5fffff,128.0,ward_129
kmlpark_446,,0.0685,12.973692,77.562814,,8860145b53fffff,4.0,ward_5
kmlpark_447,,0.04363,12.968233,77.573338,,8860145b59fffff,4.0,ward_5
kmlpark_448,,0.04083,12.972544,77.561712,,8860145b53fffff,4.0,ward_5
kmlpark_449,,0.05399,12.975075,77.561877,,8860145b53fffff,11.0,ward_12
kmlpark_450,,0.04333,12.972432,77.52976,,886014584bfffff,62.0,ward_63
kmlpark_451,,0.08128,12.974761,77.529014,,886014584bfffff,62.0,ward_63
kmlpark_452,,0.07881,12.970383,77.535138,,8860145849fffff,62.0,ward_63
kmlpark_453,,0.04467,12.972531,77.536023,,8860145849fffff,62.0,ward_63
kmlpark_454,,0.01482,12.973621,77.534128,,8860145849fffff,62.0,ward_63
kmlpark_455,,0.0805,12.966435,77.535497,,8860145849fffff,73.0,ward_74
kmlpark_456,,0.01877,12.968105,77.532303,,8860145849fffff,73.0,ward_74
kmlpark_457,,0.01433,12.967523,77.527102,,886014584bfffff,73.0,ward_74
kmlpark_458,,0.0126,12.965581,77.529632,,8860145a35fffff,73.0,ward_74
kmlpark_459,,0.04783,12.965099,77.524196,,8860145a37fffff,114.0,ward_115
kmlpark_460,,0.03289,12.967568,77.527067,,886014584bfffff,73.0,ward_74
kmlpark_461,,0.02476,12.973357,77.527033,,886014584bfffff,73.0,ward_74
kmlpark_462,,0.04665,12.966749,77.518895,,886014585dfffff,114.0,ward_115
kmlpark_463,,0.0473,12.968142,77.517962,,886014585dfffff,114.0,ward_115
kmlpark_464,,0.00633,12.963594,77.523468,,8860145a37fffff,114.0,ward_115
kmlpark_465,,0.06443,12.967543,77.519257,,886014585dfffff,114.0,ward_115
kmlpark_466,,0.06234,12.973433,77.519792,,886014585dfffff,91.0,ward_92
kmlpark_467,,0.04576,12.954434,77.521908,,8860145a33fffff,102.0,ward_103
kmlpark_468,,0.01116,12.956138,77.512335,,8860145ae5fffff,114.0,ward_115
kmlpark_469,,0.01266,12.955587,77.528058,,8860145a31fffff,102.0,ward_103
kmlpark_470,,0.03223,12.958117,77.520374,,8860145a33fffff,102.0,ward_103
kmlpark_471,,0.04544,12.951944,77.521364,,8860145a3bfffff,102.0,ward_103
kmlpark_472,,0.03632,12.958198,77.528916,,8860145a31fffff,82.0,ward_83
kmlpark_473,,0.04808,12.955774,77.522096,,8860145a33fffff,102.0,ward_103
kmlpark_474,,0.0368,12.956094,77.52007,,8860145a33fffff,102.0,ward_103
kmlpark_475,,0.0548,12.958663,77.512274,,8860145ae5fffff,114.0,ward_115
kmlpark_476,,0.02663,12.933743,77.503905,,8860145ac5fffff,135.0,ward_136
kmlpark_477,,0.07497,12.932117,77.503211,,8860145ac5fffff,135.0,ward_136
kmlpark_478,,0.06646,12.954539,77.492162,,8860145aa9fffff,154.0,ward_155
kmlpark_479,,0.03249,12.964982,77.499044,,8860145aadfffff,154.0,ward_155
kmlpark_480,,0.03984,12.971105,77.499667,,8860145853fffff,154.0,ward_155
kmlpark_481,,0.06539,12.97149,77.498991,,8860145853fffff,154.0,ward_155
kmlpark_482,,0.06468,12.948843,77.520934,,8860145a3bfffff,114.0,ward_115
kmlpark_483,,0.04666,12.980502,77.504017,,8860145857fffff,139.0,ward_140
kmlpark_484,,0.07607,12.971839,77.491726,,8860145aa5fffff,164.0,ward_165
kmlpark_485,,0.09438,12.979416,77.507591,,8860145857fffff,139.0,ward_140
kmlpark_486,,0.04649,12.969358,77.497461,,8860145aa5fffff,182.0,ward_183
kmlpark_487,,0.07207,12.95825,77.506284,,8860145ae5fffff,135.0,ward_136
kmlpark_488,,0.0173,12.958235,77.506324,,8860145ae5fffff,135.0,ward_136
kmlpark_489,,0.04637,12.958902,77.509778,,8860145ae5fffff,135.0,ward_136
kmlpark_490,,0.08033,12.970175,77.509283,,8860145851fffff,135.0,ward_136
kmlpark_491,,0.06895,12.959565,77.514212,,8860145859fffff,135.0,ward_136
kmlpark_492,,0.08065,12.967142,77.498183,,8860145aadfffff,154.0,ward_155
kmlpark_493,,0.04857,12.930095,77.493743,,8860145ac3fffff,188.0,ward_189
kmlpark_494,,0.07178,12.930683,77.493361,,8860145ac3fffff,188.0,ward_189
kmlpark_495,,0.00805,12.937619,77.488313,,8860145a89fffff,176.0,ward_177
kmlpark_496,,0.03768,12.925842,77.49167,,8860145ac3fffff,188.0,ward_189
kmlpark_497,,0.05347,12.940396,77.491177,,8860145a8dfffff,176.0,ward_177
kmlpark_498,,0.0602,12.939971,77.493792,,8860145a8dfffff,176.0,ward_177
kmlpark_499,,0.01501,12.943519,77.485356,,8860145a81fffff,176.0,ward_177
kmlpark_500,,0.03757,12.945307,77.486483,,8860145a81fffff,176.0,ward_177
kmlpark_501,,0.05794,12.965423,77.481269,,8860145aa3fffff,182.0,ward_183
kmlpark_502,,0.06932,12.952362,77.47992,,8860145a87fffff,182.0,ward_183
kmlpark_503,,0.06598,12.931829,77.487079,,8860145a89fffff,,ward_177
kmlpark_504,,0.10259,12.952771,77.529369,,8860145a39fffff,82.0,ward_83
kmlpark_505,,0.06988,12.946302,77.521107,,8860145a3bfffff,114.0,ward_115
kmlpark_506,,0.02491,12.938352,77.51844,,8860145a17fffff,123.0,ward_124
kmlpark_507,,0.0574,12.938346,77.518289,,8860145a17fffff,123.0,ward_124
kmlpark_508,,0.05628,12.937878,77.518425,,8860145a17fffff,123.0,ward_124
kmlpark_509,,0.06077,12.937784,77.518236,,8860145a17fffff,123.0,ward_124
kmlpark_510,,0.01917,12.937428,77.517803,,8860145a17fffff,123.0,ward_124
kmlpark_511,,0.06356,12.963989,77.555763,,8860145a2dfffff,19.0,ward_20
kmlpark_512,,0.05436,12.96387,77.558127,,8860145a2dfffff,13.0,ward_14
kmlpark_513,,0.07089,12.963107,77.561608,,8860145b5bfffff,13.0,ward_14
kmlpark_514,,0.0375,12.9578,77.57254,,8860145a65fffff,17.0,ward_18
kmlpark_515,,0.05276,12.959419,77.557912,,8860145a67fffff,17.0,ward_18
kmlpark_516,,0.06716,12.951113,77.555978,,8860145a63fffff,36.0,ward_37
kmlpark_517,,0.00759,12.940904,77.615752,,88618925ebfffff,76.0,ward_77
kmlpark_518,,0.04275,12.940464,77.617201,,88618925ebfffff,76.0,ward_77
kmlpark_519,,0.03471,12.939234,77.619803,,88618925ebfffff,76.0,ward_77
