hospital_id,hospital_type,beds,doctors,specialties,lat,lon,catchment_area_h3,ward_id
kml_77,,,,,12.9507,77.5558,"['8860145b51fffff', '8860145a25fffff', '886189259dfffff', '8860145a4dfffff', '8860145a53fffff', '8861892583fffff', '8860145849fffff', '8860145a01fffff', '8860145b57fffff', '8860145b11fffff', '8860145a09fffff', '8860145a69fffff', '8860145a51fffff', '886014584dfffff', '8860145a41fffff', '8860145a31fffff', '8860145a23fffff', '8860145a59fffff', '8861892595fffff', '8860145a5dfffff', '8860145845fffff', '8860145b59fffff', '8860145a4bfffff', '8860145a5bfffff', '88618924a1fffff', '8860145a67fffff', '88618924b7fffff', '88618924b5fffff', '8860145a65fffff', '8861892597fffff', '886189259bfffff', '88618925bdfffff', '8861892599fffff', '8860145a6dfffff', '8860145a21fffff', '8860145a15fffff', '8860145a11fffff', '88618924a7fffff', '8860145a3dfffff', '8860145b0bfffff', '8860145a3bfffff', '8861892591fffff', '8860145aedfffff', '8860145a61fffff', '8860145a37fffff', '8860145b13fffff', '8860145a03fffff', '88618925b5fffff', '8860145b53fffff', '8860145b4bfffff', '8860145a33fffff', '8860145841fffff', '8860145a27fffff', '88618924a3fffff', '8860145a0bfffff', '8860145a29fffff', '8860145b55fffff', '88618925b9fffff', '8860145a63fffff', '8860145a05fffff', '8860145b5bfffff', '88618925b7fffff', '8860145a57fffff', '8860145a6bfffff', '8860145a35fffff', '8860145b43fffff', '8860145a0dfffff', '8860145a2dfffff', '8860145b09fffff', '8860145a55fffff', '88618925bbfffff', '8860145b1bfffff', '8860145b19fffff', '8860145a2bfffff', '8860145a17fffff', '8860145a19fffff', '8861892587fffff', '8860145a49fffff', '88618925b3fffff', '8860145b1dfffff', '88618925b1fffff', '88618924a5fffff', '8860145a43fffff', '8860145a47fffff', '8860145b5dfffff', '8860145a39fffff', '8860145a1dfffff', '8861892593fffff', '886014584bfffff', '8860145a07fffff', '8860145a45fffff']",ward_37
kml_78,,,,,13.0223,77.6027,"['8861892cbbfffff', '8861892c83fffff', '8861892c8bfffff', '8861892c97fffff', '8860145b23fffff', '8860145b67fffff', '8860145b05fffff', '8861892eb5fffff', '8860145b69fffff', '8861892cd9fffff', '8861892eb7fffff', '886014596dfffff', '8861892c91fffff', '8861892c81fffff', '8861892ea7fffff', '8861892eabfffff', '8861892ea5fffff', '8860145949fffff', '8861892e83fffff', '8861892e95fffff', '8861892cddfffff', '8861892e87fffff', '8861892c85fffff', '8861892ce3fffff', '8861892ccdfffff', '8860145b0dfffff', '8860145b63fffff', '8861892c93fffff', '8860145b65fffff', '8861892e91fffff', '8860145b2bfffff', '8861892cb1fffff', '8861892cc1fffff', '8860145b6bfffff', '8861892cdbfffff', '8860145b29fffff', '8861892ebdfffff', '8860145b35fffff', '8860145b2dfffff', '8861892ce7fffff', '8861892ccbfffff', '8860145b45fffff', '8860145969fffff', '8860145b61fffff', '8861892cc9fffff', '8860145b01fffff', '8861892e97fffff', '8860145b21fffff', '8861892c99fffff', '8861892ce1fffff', '8861892e9dfffff', '886014594bfffff', '8861892c1bfffff', '8861892ce9fffff', '8861892cd1fffff', '8861892c89fffff', '8860145b6dfffff', '8861892cb9fffff', '8861892cebfffff', '8861892cabfffff', '8861892c13fffff', '8861892eb1fffff', '886014594dfffff', '8861892c8dfffff', '8861892c9bfffff', '8861892e93fffff', '8861892cc7fffff', '8861892cd3fffff', '8861892cc5fffff', '8861892cd7fffff', '8861892eb3fffff', '8860145b09fffff', '8861892cb3fffff', '8861892cc3fffff', '8861892ea1fffff', '8861892eb9fffff', '8860145b25fffff', '8861892cbdfffff', '8861892ca9fffff', '8861892cd5fffff', '8861892ea3fffff', '8861892ebbfffff', '8860145945fffff', '8861892c9dfffff', '8861892c95fffff', '8860145b07fffff', '8860145941fffff', '8860145b27fffff', '8861892c87fffff', '8860145b47fffff', '8860145b3dfffff']",ward_88
kml_79,,,,,12.9415,77.5244,"['8860145853fffff', '8860145123fffff', '8860145a25fffff', '8860145135fffff', '8860145167fffff', '8860145aa9fffff', '8860145129fffff', '8860145a53fffff', '8860145855fffff', '8860145ac3fffff', '8860145851fffff', '8860145849fffff', '886014585dfffff', '8860145a01fffff', '8860145a09fffff', '8860145a69fffff', '8860145acbfffff', '8860145a51fffff', '886014584dfffff', '8860145a41fffff', '8860145aadfffff', '8860145a31fffff', '8860145a23fffff', '8860145a59fffff', '8860145a5dfffff', '886014585bfffff', '8860145a1bfffff', '8860145ae5fffff', '8860145843fffff', '8860145859fffff', '8860145ae9fffff', '8860145a4bfffff', '8860145a5bfffff', '886014512bfffff', '8860145a67fffff', '8860145a8dfffff', '88618924b7fffff', '88618924b3fffff', '8860145a21fffff', '8860145a15fffff', '8860145a11fffff', '8860145a3dfffff', '8860145a3bfffff', '8860145a89fffff', '8860145ae1fffff', '8860145ac1fffff', '8860145125fffff', '8860145aedfffff', '8860145a61fffff', '8860145a37fffff', '8860145127fffff', '886014512dfffff', '8860145a03fffff', '8860145ac5fffff', '8860145a33fffff', '8860145841fffff', '8860145a27fffff', '8860145a0bfffff', '8860145a29fffff', '8860145a63fffff', '8860145a05fffff', '8860145ac7fffff', '8860145a57fffff', '8860145a6bfffff', '8860145a85fffff', '8860145a35fffff', '886014513dfffff', '8860145a0dfffff', '8860145a2dfffff', '8860145165fffff', '8860145ac9fffff', '8860145aebfffff', '8860145ae7fffff', '8860145a55fffff', '8860145b1bfffff', '8860145a2bfffff', '8860145857fffff', '8860145a17fffff', '8860145a19fffff', '8860145a81fffff', '8860145acdfffff', '8860145a13fffff', '8860145a43fffff', '8860145121fffff', '8860145a47fffff', '8860145a39fffff', '8860145ae3fffff', '8860145a1dfffff', '886014584bfffff', '8860145a07fffff', '8860145a45fffff']",ward_124
kml_80,,,,,12.9705,77.5421,"['8860145853fffff', '8860145b17fffff', '8860145b03fffff', '8860145b51fffff', '8860145865fffff', '8860145a25fffff', '8860145863fffff', '8860145855fffff', '8860145851fffff', '8860145849fffff', '886014585dfffff', '8860145a01fffff', '8860145b57fffff', '8860145b11fffff', '8860145a09fffff', '8860145861fffff', '8860145a69fffff', '886014584dfffff', '886014580bfffff', '8860145a31fffff', '8860145a23fffff', '8860145845fffff', '886014585bfffff', '8860145b59fffff', '8860145869fffff', '8860145ae5fffff', '8860145843fffff', '8860145859fffff', '8860145867fffff', '8860145a67fffff', '8860145a65fffff', '886014586bfffff', '8860145a6dfffff', '8860145a21fffff', '8860145b33fffff', '8860145a15fffff', '8860145a11fffff', '8860145a3dfffff', '8860145b01fffff', '8860145b0bfffff', '8860145a3bfffff', '8860145b3bfffff', '886014586dfffff', '8860145aedfffff', '8860145805fffff', '8860145a61fffff', '8860145a37fffff', '8860145b13fffff', '8860145a03fffff', '8860145b53fffff', '8860145b4bfffff', '8860145847fffff', '8860145a33fffff', '8860145841fffff', '8860145a27fffff', '8860145a0bfffff', '8860145a29fffff', '8860145b55fffff', '8860145809fffff', '8860145b5bfffff', '8860145a05fffff', '8860145a63fffff', '88618925b7fffff', '8860145829fffff', '8860145a6bfffff', '8860145a35fffff', '8860145b43fffff', '8860145a0dfffff', '8860145a2dfffff', '8860145b09fffff', '8860145b1bfffff', '8860145b31fffff', '8860145b19fffff', '8860145a2bfffff', '8860145857fffff', '8860145a17fffff', '8860145b15fffff', '88618925b3fffff', '8860145b1dfffff', '8860145801fffff', '8860145a47fffff', '8860145b5dfffff', '8860145a39fffff', '8860145b07fffff', '8860145a1dfffff', '8860145b39fffff', '886014584bfffff', '886014580dfffff', '8860145a07fffff', '8860145b3dfffff', '8860145a45fffff']",ward_38
kml_81,,,,,12.9218,77.6104,"['88618925a1fffff', '8861892403fffff', '8861892515fffff', '88618925c7fffff', '886189259dfffff', '8860145a4dfffff', '8861892427fffff', '8861892431fffff', '8861892583fffff', '88618925ebfffff', '886189242dfffff', '8861892511fffff', '886189258dfffff', '88618925a3fffff', '88618925c5fffff', '88618924ebfffff', '8861892439fffff', '8861892401fffff', '8861892ed9fffff', '8861892519fffff', '88618924e9fffff', '886189258bfffff', '8861892595fffff', '88618925d5fffff', '88618925e9fffff', '88618924a1fffff', '8861892405fffff', '88618925a9fffff', '8861892429fffff', '8861892437fffff', '886189259bfffff', '8861892597fffff', '88618925bdfffff', '88618925abfffff', '8861892581fffff', '8861892599fffff', '886189253bfffff', '88618925d1fffff', '8861892423fffff', '88618924a7fffff', '8861892517fffff', '88618924a9fffff', '8861892433fffff', '88618925cbfffff', '88618925c1fffff', '886189243dfffff', '88618925edfffff', '88618924e7fffff', '88618925e7fffff', '88618925d7fffff', '8861892533fffff', '8861892435fffff', '8861892591fffff', '88618925e5fffff', '88618924e1fffff', '88618925b5fffff', '88618924e3fffff', '88618924e5fffff', '886189242bfffff', '8861892589fffff', '8861892425fffff', '8861892417fffff', '88618925c9fffff', '8861892407fffff', '88618925adfffff', '88618925b9fffff', '8861892421fffff', '886189243bfffff', '88618925d3fffff', '8861892585fffff', '886189251bfffff', '8861892553fffff', '8861892557fffff', '886189251dfffff', '88618925c3fffff', '88618925bbfffff', '88618925e3fffff', '88618925d9fffff', '8861892587fffff', '88618925e1fffff', '8861892415fffff', '88618924edfffff', '88618925b1fffff', '88618924a5fffff', '88618924adfffff', '8861892513fffff', '88618925dbfffff', '88618925cdfffff', '88618925ddfffff', '8861892593fffff', '8861892edbfffff']",ward_118
kml_82,,,,,13.0111157,77.5371372,"['8860145b17fffff', '8860145b03fffff', '8860145865fffff', '8860145a25fffff', '8860145803fffff', '886014591bfffff', '8860145b23fffff', '8860145b05fffff', '8860145957fffff', '8860145863fffff', '8860145953fffff', '8860145855fffff', '8860145943fffff', '8860145951fffff', '886014585dfffff', '8860145849fffff', '8860145b57fffff', '8860145b11fffff', '8860145861fffff', '8860145949fffff', '886014584dfffff', '886014590bfffff', '8860145827fffff', '886014580bfffff', '886014583dfffff', '88601459cdfffff', '8860145823fffff', '886014582dfffff', '8860145845fffff', '8860145913fffff', '886014591dfffff', '8860145869fffff', '8860145843fffff', '8860145b2bfffff', '8860145947fffff', '8860145867fffff', '8860145b29fffff', '8860145915fffff', '8860145b35fffff', '886014586bfffff', '8860145909fffff', '8860145b33fffff', '8860145b01fffff', '8860145b21fffff', '8860145835fffff', '886014590dfffff', '8860145b0bfffff', '8860145959fffff', '8860145901fffff', '8860145955fffff', '8860145b3bfffff', '886014582bfffff', '886014586dfffff', '886014594bfffff', '8860145919fffff', '8860145805fffff', '8860145b13fffff', '8860145b53fffff', '8860145917fffff', '8860145847fffff', '8860145841fffff', '886014594dfffff', '8860145a27fffff', '886014595bfffff', '8860145839fffff', '8860145809fffff', '8860145b37fffff', '8860145829fffff', '8860145911fffff', '8860145b1bfffff', '8860145831fffff', '886014595dfffff', '8860145b31fffff', '8860145b19fffff', '8860145821fffff', '8860145b15fffff', '8860145903fffff', '8860145b1dfffff', '8860145825fffff', '8860145807fffff', '8860145945fffff', '8860145801fffff', '8860145b07fffff', '8860145941fffff', '88601459c9fffff', '8860145b27fffff', '8860145b39fffff', '886014584bfffff', '886014580dfffff', '8860145b3dfffff', '886014596bfffff']",ward_94
kml_83,,,,,12.9946981,77.5242575,"['8860145853fffff', '8860145b17fffff', '8860145b03fffff', '8860145865fffff', '8860145a25fffff', '8860145803fffff', '886014591bfffff', '8860145957fffff', '8860145863fffff', '8860145855fffff', '8860145953fffff', '8860145851fffff', '8860145951fffff', '886014585dfffff', '8860145849fffff', '8860145837fffff', '8860145b11fffff', '8860145819fffff', '8860145861fffff', '886014584dfffff', '8860145aa5fffff', '8860145827fffff', '8860145aadfffff', '8860145817fffff', '886014580bfffff', '886014583bfffff', '886014583dfffff', '8860145a31fffff', '8860145a23fffff', '88601459cdfffff', '8860145823fffff', '8860145845fffff', '886014582dfffff', '886014585bfffff', '8860145869fffff', '8860145ae5fffff', '8860145843fffff', '8860145859fffff', '8860145867fffff', '886014581bfffff', '8860145833fffff', '886014586bfffff', '8860145a21fffff', '8860145b33fffff', '8860145a3dfffff', '8860145835fffff', '8860145959fffff', '8860145955fffff', '8860145811fffff', '886014582bfffff', '8860145b3bfffff', '886014586dfffff', '8860145919fffff', '8860145805fffff', '8860145a37fffff', '8860145b13fffff', '8860145815fffff', '8860145847fffff', '8860145a33fffff', '8860145841fffff', '8860145a27fffff', '886014595bfffff', '8860145839fffff', '8860145813fffff', '8860145809fffff', '8860145b37fffff', '88601458e9fffff', '8860145829fffff', '8860145a35fffff', '8860145ae7fffff', '8860145b1bfffff', '8860145831fffff', '886014595dfffff', '8860145b31fffff', '8860145b19fffff', '88601459cbfffff', '8860145a2bfffff', '8860145857fffff', '8860145821fffff', '8860145b15fffff', '886014581dfffff', '8860145b1dfffff', '8860145825fffff', '8860145807fffff', '8860145801fffff', '88601459c9fffff', '88601458edfffff', '8860145b39fffff', '88601459c1fffff', '886014584bfffff', '886014580dfffff']",ward_70
kml_84,,,,,12.953853,77.58549,"['8860145b03fffff', '88618925a1fffff', '8860145b51fffff', '8860145a25fffff', '88618925c7fffff', '886189259dfffff', '8860145a4dfffff', '8861892583fffff', '8861892e9bfffff', '88618925ebfffff', '8860145b69fffff', '8860145b57fffff', '886189258dfffff', '88618925a3fffff', '8860145a69fffff', '8860145a41fffff', '8860145b49fffff', '886189258bfffff', '8861892595fffff', '8860145b0dfffff', '8860145b59fffff', '8861892e91fffff', '88618925d5fffff', '8860145b6bfffff', '8860145a67fffff', '88618925a9fffff', '8860145a65fffff', '8861892597fffff', '886189259bfffff', '88618925bdfffff', '88618925abfffff', '8861892581fffff', '8861892599fffff', '8860145a6dfffff', '8860145a21fffff', '8860145b45fffff', '88618925d1fffff', '88618925a7fffff', '88618924a7fffff', '8860145b01fffff', '8861892e97fffff', '8860145b0bfffff', '88618925e7fffff', '88618925d7fffff', '8860145b41fffff', '8861892591fffff', '8861892e99fffff', '8860145a61fffff', '88618925e5fffff', '88618925b5fffff', '8860145b53fffff', '8860145b4bfffff', '88618925a5fffff', '8861892589fffff', '8861892e93fffff', '8860145b55fffff', '8860145a29fffff', '88618925adfffff', '88618925b9fffff', '8860145b5bfffff', '8860145a63fffff', '8860145a05fffff', '88618925d3fffff', '88618925b7fffff', '8861892585fffff', '8860145a6bfffff', '8860145b43fffff', '8860145a0dfffff', '8860145a2dfffff', '8860145b09fffff', '88618925c3fffff', '88618925bbfffff', '88618925e3fffff', '8860145b19fffff', '8860145a2bfffff', '8861892ed3fffff', '8861892587fffff', '8860145a49fffff', '88618925e1fffff', '88618925b3fffff', '8860145b1dfffff', '88618925b1fffff', '88618924a5fffff', '8860145b4dfffff', '8860145a47fffff', '8860145b5dfffff', '8861892593fffff', '88618925ddfffff', '8860145b47fffff', '8861892edbfffff', '8860145a45fffff']",ward_32
kml_85,,,,,12.9935,77.6433,"['8861892c19fffff', '8861892ee9fffff', '8861892e8dfffff', '8861892eb5fffff', '8861892ee1fffff', '8860145b69fffff', '8861892e9bfffff', '8861892eb7fffff', '8861892ea7fffff', '8861892521fffff', '8861892ea9fffff', '8861892eabfffff', '8861892ea5fffff', '8861892c55fffff', '8861892c53fffff', '8861892ed7fffff', '8861892e83fffff', '8861892c5bfffff', '8861892e95fffff', '8861892c57fffff', '8861892e81fffff', '8861892e87fffff', '8861892ed9fffff', '8861892ecdfffff', '8861892c59fffff', '8861892ccdfffff', '8861892535fffff', '8861892e91fffff', '8861892ee3fffff', '8861892cc1fffff', '8861892ebdfffff', '8861892e39fffff', '8861892e17fffff', '8861892ccbfffff', '8861892e13fffff', '8861892cc9fffff', '8861892523fffff', '8861892eadfffff', '8861892e97fffff', '8861892e37fffff', '8861892e3bfffff', '8861892ed5fffff', '88618925e7fffff', '8861892e33fffff', '8861892e9dfffff', '8861892c51fffff', '8861892533fffff', '8861892ee7fffff', '8861892e03fffff', '8861892e99fffff', '8861892c1bfffff', '8861892ec7fffff', '88618925e5fffff', '8861892e89fffff', '8860145b6dfffff', '8861892eebfffff', '8861892ec5fffff', '8861892ec9fffff', '8861892e11fffff', '88618925a5fffff', '8861892e1dfffff', '8861892eb1fffff', '8861892ecbfffff', '8861892ed1fffff', '8861892e93fffff', '88618925adfffff', '8861892525fffff', '8861892e8bfffff', '8861892eddfffff', '8861892ec1fffff', '886189252bfffff', '8861892537fffff', '8861892eb3fffff', '8861892527fffff', '8861892ec3fffff', '8861892e85fffff', '8861892e15fffff', '8861892eedfffff', '8861892ed3fffff', '8861892ea1fffff', '8861892eb9fffff', '8861892c5dfffff', '8861892e1bfffff', '8861892531fffff', '8861892ea3fffff', '8861892ebbfffff', '8861892ee5fffff', '8861892e19fffff', '886189253dfffff', '8861892e31fffff', '8861892edbfffff']",ward_80
kml_86,,,,,12.943997,77.607717,"['88618925a1fffff', '8861892515fffff', '88618925c7fffff', '886189259dfffff', '8861892427fffff', '8861892431fffff', '8861892583fffff', '8861892e9bfffff', '88618925ebfffff', '8861892511fffff', '886189258dfffff', '88618925a3fffff', '8860145a69fffff', '88618925c5fffff', '8861892ed7fffff', '8861892ed9fffff', '8860145b49fffff', '8861892519fffff', '886189258bfffff', '8861892595fffff', '88618925d5fffff', '88618925e9fffff', '88618925a9fffff', '8861892437fffff', '8861892597fffff', '886189259bfffff', '88618925bdfffff', '88618925abfffff', '8861892581fffff', '8861892599fffff', '8860145a6dfffff', '886189253bfffff', '88618925d1fffff', '88618925a7fffff', '8861892423fffff', '8861892517fffff', '8861892539fffff', '8861892433fffff', '88618925cbfffff', '88618925c1fffff', '886189243dfffff', '88618925edfffff', '8861892ed5fffff', '88618924e7fffff', '88618925e7fffff', '88618925d7fffff', '8860145b41fffff', '8861892533fffff', '8861892435fffff', '8861892591fffff', '8861892e99fffff', '88618925e5fffff', '88618925b5fffff', '8860145b4bfffff', '88618924e5fffff', '88618925a5fffff', '886189242bfffff', '8861892589fffff', '8861892425fffff', '8861892ed1fffff', '88618925c9fffff', '88618925adfffff', '88618925b9fffff', '8861892421fffff', '88618925d3fffff', '8861892eddfffff', '88618925b7fffff', '8861892585fffff', '886189251bfffff', '8861892537fffff', '886189251dfffff', '88618925c3fffff', '88618925bbfffff', '88618925e3fffff', '88618925d9fffff', '8861892ed3fffff', '8861892587fffff', '88618925e1fffff', '8861892503fffff', '88618925b3fffff', '88618925b1fffff', '8861892531fffff', '88618924a5fffff', '88618924adfffff', '8861892513fffff', '8860145b4dfffff', '88618925dbfffff', '88618925cdfffff', '88618925ddfffff', '8861892593fffff', '8861892edbfffff']",ward_77
kml_87,,,,,12.94276,77.613304,"['88618925a1fffff', '8861892515fffff', '88618925c7fffff', '886189259dfffff', '8861892427fffff', '8861892431fffff', '8861892583fffff', '8861892e9bfffff', '88618925ebfffff', '8861892511fffff', '886189258dfffff', '88618925a3fffff', '8860145a69fffff', '88618925c5fffff', '8861892ed7fffff', '8861892ed9fffff', '8860145b49fffff', '8861892519fffff', '886189258bfffff', '8861892595fffff', '88618925d5fffff', '88618925e9fffff', '88618925a9fffff', '8861892437fffff', '8861892597fffff', '886189259bfffff', '88618925bdfffff', '88618925abfffff', '8861892581fffff', '8861892599fffff', '8860145a6dfffff', '886189253bfffff', '88618925d1fffff', '88618925a7fffff', '8861892423fffff', '8861892517fffff', '8861892539fffff', '8861892433fffff', '88618925cbfffff', '88618925c1fffff', '886189243dfffff', '88618925edfffff', '8861892ed5fffff', '88618924e7fffff', '88618925e7fffff', '88618925d7fffff', '8860145b41fffff', '8861892533fffff', '8861892435fffff', '8861892591fffff', '8861892e99fffff', '88618925e5fffff', '88618925b5fffff', '8860145b4bfffff', '88618924e5fffff', '88618925a5fffff', '886189242bfffff', '8861892589fffff', '8861892425fffff', '8861892ed1fffff', '88618925c9fffff', '88618925adfffff', '88618925b9fffff', '8861892421fffff', '88618925d3fffff', '8861892eddfffff', '88618925b7fffff', '8861892585fffff', '886189251bfffff', '8861892537fffff', '886189251dfffff', '88618925c3fffff', '88618925bbfffff', '88618925e3fffff', '88618925d9fffff', '8861892ed3fffff', '8861892587fffff', '88618925e1fffff', '8861892503fffff', '88618925b3fffff', '88618925b1fffff', '8861892531fffff', '88618924a5fffff', '88618924adfffff', '8861892513fffff', '8860145b4dfffff', '88618925dbfffff', '88618925cdfffff', '88618925ddfffff', '8861892593fffff', '8861892edbfffff']",ward_77
kml_88,,,,,12.945877,77.548609,"['8860145b51fffff', '8860145a25fffff', '8860145a4dfffff', '8860145a53fffff', '8860145849fffff', '886014585dfffff', '8860145a01fffff', '8860145b57fffff', '8860145b11fffff', '8860145a09fffff', '8860145a69fffff', '8860145a51fffff', '886014584dfffff', '8860145a41fffff', '8860145a31fffff', '8860145a23fffff', '8860145a59fffff', '8861892595fffff', '8860145a5dfffff', '8860145845fffff', '8860145a1bfffff', '8860145b59fffff', '8860145ae5fffff', '8860145843fffff', '8860145859fffff', '8860145ae9fffff', '8860145a4bfffff', '8860145a5bfffff', '8860145a67fffff', '88618924b7fffff', '88618924b5fffff', '8860145a65fffff', '8861892597fffff', '886189259bfffff', '8860145a6dfffff', '8860145a21fffff', '8860145a15fffff', '8860145a11fffff', '88618924a7fffff', '8860145a3dfffff', '8860145b0bfffff', '8860145a3bfffff', '8860145ae1fffff', '8861892591fffff', '8860145125fffff', '8860145aedfffff', '8860145a61fffff', '8860145a37fffff', '8860145b13fffff', '886014512dfffff', '8860145a03fffff', '8860145b53fffff', '8860145a33fffff', '8860145847fffff', '8860145841fffff', '8860145a27fffff', '88618924a3fffff', '8860145a0bfffff', '8860145a29fffff', '8860145b55fffff', '88618925b9fffff', '8860145a63fffff', '8860145a05fffff', '8860145b5bfffff', '8860145a57fffff', '88618925b7fffff', '8860145a6bfffff', '8860145a35fffff', '8860145a0dfffff', '8860145a2dfffff', '8860145a55fffff', '88618925bbfffff', '8860145b1bfffff', '8860145b19fffff', '8860145a2bfffff', '8860145a17fffff', '8860145a19fffff', '8860145a49fffff', '8860145a13fffff', '88618925b3fffff', '8860145b1dfffff', '88618925b1fffff', '8860145a43fffff', '8860145a47fffff', '8860145b5dfffff', '8860145a39fffff', '8860145a1dfffff', '8861892593fffff', '886014584bfffff', '8860145a07fffff', '8860145a45fffff']",ward_59
kml_89,,,,,12.922828,77.564685,"['88618924bdfffff', '886189259dfffff', '8860145a4dfffff', '8860145167fffff', '8860145a53fffff', '8861892583fffff', '8860145a01fffff', '8860145a09fffff', '8861892491fffff', '8860145a69fffff', '8860145a51fffff', '88618924ebfffff', '8860145a41fffff', '88618924b1fffff', '88618924bbfffff', '8860145a59fffff', '886189258bfffff', '8861892595fffff', '8860145a5dfffff', '8860145a4bfffff', '88618925d5fffff', '8860145a5bfffff', '88618924c7fffff', '88618924a1fffff', '8861892487fffff', '8860145a67fffff', '8861892497fffff', '88618924b7fffff', '88618924b5fffff', '88618924b3fffff', '8860145a65fffff', '886189259bfffff', '8861892597fffff', '8861892599fffff', '8860145a6dfffff', '88618925d1fffff', '88618924a7fffff', '88618924a9fffff', '88618924e7fffff', '88618925d7fffff', '8861892493fffff', '8861892591fffff', '8860145125fffff', '8860145169fffff', '8861892495fffff', '8860145a61fffff', '886189248dfffff', '88618924e1fffff', '886014512dfffff', '8860145a03fffff', '88618924e3fffff', '88618924e5fffff', '88618924a3fffff', '8860145a0bfffff', '8861892485fffff', '8860145a29fffff', '886014516dfffff', '88618925b9fffff', '8860145a63fffff', '8860145a05fffff', '88618925d3fffff', '8860145a57fffff', '8860145a6bfffff', '8861892483fffff', '8860145a0dfffff', '88618924abfffff', '8860145165fffff', '88618924b9fffff', '8860145a55fffff', '88618925bbfffff', '886189248bfffff', '88618925d9fffff', '8860145a2bfffff', '8861892481fffff', '8860145a19fffff', '886189249dfffff', '8860145a49fffff', '88618925b3fffff', '88618925b1fffff', '88618924a5fffff', '8860145a43fffff', '88618924adfffff', '8860145a47fffff', '88618925dbfffff', '8860145161fffff', '8860145a1dfffff', '8861892593fffff', '88618925ddfffff', '8860145a07fffff', '8860145a45fffff', '8861892489fffff']",ward_96
kml_90,,,,,12.95478,77.540754,"['8860145b03fffff', '8860145b17fffff', '8860145b51fffff', '8860145a25fffff', '8860145a4dfffff', '8860145a53fffff', '8860145855fffff', '8860145851fffff', '8860145849fffff', '886014585dfffff', '8860145a01fffff', '8860145b57fffff', '8860145b11fffff', '8860145a09fffff', '8860145a69fffff', '8860145a51fffff', '886014584dfffff', '8860145a41fffff', '8860145a31fffff', '8860145a23fffff', '8860145a5dfffff', '8860145845fffff', '886014585bfffff', '8860145a1bfffff', '8860145b59fffff', '8860145869fffff', '8860145ae5fffff', '8860145843fffff', '8860145859fffff', '8860145ae9fffff', '8860145a4bfffff', '8860145a67fffff', '8860145a65fffff', '8861892597fffff', '886014586bfffff', '8860145a6dfffff', '8860145a21fffff', '8860145a15fffff', '8860145a11fffff', '8860145a3dfffff', '8860145b0bfffff', '8860145a3bfffff', '8860145ae1fffff', '8860145125fffff', '8860145aedfffff', '8860145a61fffff', '8860145a37fffff', '8860145b13fffff', '8860145a03fffff', '8860145b53fffff', '8860145a33fffff', '8860145847fffff', '8860145841fffff', '8860145a27fffff', '8860145a0bfffff', '8860145a29fffff', '8860145b55fffff', '8860145809fffff', '8860145a63fffff', '8860145a05fffff', '8860145b5bfffff', '8860145a57fffff', '88618925b7fffff', '8860145a6bfffff', '8860145a35fffff', '8860145a0dfffff', '8860145a2dfffff', '8860145ae7fffff', '8860145a55fffff', '88618925bbfffff', '8860145b1bfffff', '8860145b19fffff', '8860145a2bfffff', '8860145a17fffff', '8860145a19fffff', '8860145b15fffff', '8860145a49fffff', '8860145a13fffff', '88618925b3fffff', '8860145b1dfffff', '88618925b1fffff', '8860145a43fffff', '8860145a47fffff', '8860145b5dfffff', '8860145a39fffff', '8860145a1dfffff', '8861892593fffff', '886014584bfffff', '886014580dfffff', '8860145a07fffff', '8860145a45fffff']",ward_60
kml_91,,,,,12.930682,77.563376,"['88618924bdfffff', '8860145b51fffff', '8860145a25fffff', '886189259dfffff', '8860145a4dfffff', '8860145a53fffff', '8861892583fffff', '8860145a01fffff', '8860145a09fffff', '8860145a69fffff', '8860145a51fffff', '8860145a41fffff', '88618924b1fffff', '88618924bbfffff', '8860145a23fffff', '8860145a59fffff', '886189258bfffff', '8861892595fffff', '8860145a5dfffff', '8860145b59fffff', '8860145a4bfffff', '88618925d5fffff', '8860145a5bfffff', '88618924a1fffff', '8860145a67fffff', '8861892487fffff', '88618924b7fffff', '88618924b5fffff', '8860145a65fffff', '88618924b3fffff', '8861892597fffff', '886189259bfffff', '88618925bdfffff', '8861892599fffff', '8861892581fffff', '8860145a6dfffff', '8860145a21fffff', '8860145a15fffff', '88618925d1fffff', '8860145a11fffff', '88618924a7fffff', '88618924a9fffff', '8860145a3dfffff', '88618924e7fffff', '88618925d7fffff', '8861892591fffff', '8860145a61fffff', '8860145a03fffff', '88618925b5fffff', '8860145b53fffff', '8860145b4bfffff', '88618924e3fffff', '8861892589fffff', '8860145a27fffff', '88618924a3fffff', '8860145a0bfffff', '8860145a29fffff', '8861892485fffff', '886014516dfffff', '88618925b9fffff', '8860145a63fffff', '8860145a05fffff', '8860145b5bfffff', '88618925d3fffff', '88618925b7fffff', '8860145a57fffff', '8860145a6bfffff', '8860145a0dfffff', '8860145a2dfffff', '88618924abfffff', '8860145165fffff', '88618924b9fffff', '8860145a55fffff', '88618925bbfffff', '8860145a2bfffff', '8860145a19fffff', '8861892587fffff', '8860145a49fffff', '88618925b3fffff', '88618925b1fffff', '88618924a5fffff', '8860145a43fffff', '88618924adfffff', '8860145a47fffff', '88618925dbfffff', '8860145b5dfffff', '8860145a39fffff', '8860145a1dfffff', '8861892593fffff', '8860145a07fffff', '8860145a45fffff']",ward_62
