hospital_id,hospital_type,beds,doctors,specialties,lat,lon,catchment_area_h3,ward_id
kml_37,,,,,13.01002,77.52322,"['8860145853fffff', '8860145b17fffff', '8860145865fffff', '8860145803fffff', '886014591bfffff', '8860145957fffff', '88601459d9fffff', '8860145863fffff', '8860145953fffff', '8860145855fffff', '8860145943fffff', '8860145951fffff', '8860145851fffff', '886014585dfffff', '8860145837fffff', '8860145849fffff', '8860145b11fffff', '8860145819fffff', '8860145861fffff', '88601459c7fffff', '886014584dfffff', '886014590bfffff', '8860145827fffff', '8860145817fffff', '886014580bfffff', '886014583bfffff', '886014583dfffff', '88601459ebfffff', '88601459c5fffff', '88601459ddfffff', '88601459cdfffff', '8860145823fffff', '886014582dfffff', '8860145845fffff', '8860145913fffff', '886014591dfffff', '8860145869fffff', '8860145843fffff', '8860145867fffff', '8860145833fffff', '8860145915fffff', '8860145b35fffff', '886014586bfffff', '8860145909fffff', '8860145b33fffff', '88601459e9fffff', '8860145835fffff', '8860145959fffff', '8860145901fffff', '8860145955fffff', '8860145811fffff', '886014582bfffff', '8860145b3bfffff', '886014586dfffff', '886014594bfffff', '8860145919fffff', '8860145805fffff', '8860145b13fffff', '8860145815fffff', '8860145917fffff', '8860145847fffff', '8860145841fffff', '8860145a27fffff', '886014595bfffff', '8860145839fffff', '8860145809fffff', '8860145b37fffff', '8860145829fffff', '88601458e5fffff', '8860145911fffff', '8860145b1bfffff', '8860145831fffff', '886014595dfffff', '8860145b31fffff', '88601459cbfffff', '8860145857fffff', '8860145821fffff', '8860145b15fffff', '886014581dfffff', '8860145903fffff', '8860145825fffff', '8860145807fffff', '8860145801fffff', '88601459c3fffff', '88601459c9fffff', '88601458edfffff', '8860145b39fffff', '88601459c1fffff', '886014584bfffff', '886014580dfffff', '8860145b3dfffff']",ward_116
kml_38,,,,,13.022506,77.55554,"['8861892cbbfffff', '8860145b17fffff', '8860145b03fffff', '8861892c97fffff', '8860145865fffff', '886014591bfffff', '8860145b23fffff', '8860145b67fffff', '8860145b05fffff', '8860145957fffff', '8860145863fffff', '8860145953fffff', '8860145943fffff', '8860145951fffff', '886014596dfffff', '8860145b11fffff', '8861892c91fffff', '8860145961fffff', '8860145861fffff', '8860145949fffff', '886014590bfffff', '8860145827fffff', '886014582dfffff', '8860145b0dfffff', '8860145845fffff', '8860145b63fffff', '886014591dfffff', '8860145869fffff', '8861892c93fffff', '8860145b2bfffff', '8860145947fffff', '8860145867fffff', '8861892cdbfffff', '8860145b29fffff', '8860145915fffff', '8860145b35fffff', '886014586bfffff', '8860145909fffff', '8860145b2dfffff', '8860145b33fffff', '8860145969fffff', '8860145905fffff', '8860145b01fffff', '8860145b21fffff', '8861892c99fffff', '886014590dfffff', '8860145b0bfffff', '8860145959fffff', '8860145901fffff', '8860145955fffff', '8860145b3bfffff', '8860145965fffff', '886014586dfffff', '886014594bfffff', '8860145907fffff', '8860145963fffff', '8860145919fffff', '8861892cd1fffff', '8860145b13fffff', '8860145967fffff', '8860145939fffff', '8860145929fffff', '886014593dfffff', '886014594dfffff', '8861892c9bfffff', '886014595bfffff', '8860145b37fffff', '886014592bfffff', '8860145829fffff', '8861892cd3fffff', '8861892cd7fffff', '8860145911fffff', '8860145b09fffff', '8861892cb3fffff', '886014595dfffff', '8860145b31fffff', '8860145821fffff', '8860145b15fffff', '8860145b25fffff', '8860145903fffff', '8860145b1dfffff', '8860145825fffff', '8860145945fffff', '8861892c9dfffff', '8861892c95fffff', '8860145b07fffff', '8860145941fffff', '8860145b27fffff', '8860145b39fffff', '8860145b3dfffff', '886014596bfffff']",ward_127
kml_39,,,,,13.02785,77.55382,"['8861892cbbfffff', '8860145b17fffff', '8860145b03fffff', '8861892c97fffff', '8860145865fffff', '886014591bfffff', '8860145b23fffff', '8860145b05fffff', '8860145957fffff', '8860145863fffff', '8860145953fffff', '8860145943fffff', '8860145951fffff', '886014596dfffff', '8861892c91fffff', '8860145961fffff', '8860145861fffff', '8860145949fffff', '886014590bfffff', '8860145827fffff', '886014593bfffff', '88601459cdfffff', '886014582dfffff', '8860145913fffff', '886014591dfffff', '8860145869fffff', '8861892c93fffff', '8860145b2bfffff', '8860145947fffff', '8860145867fffff', '8860145915fffff', '8860145b29fffff', '8860145b35fffff', '886014586bfffff', '8860145909fffff', '8860145b2dfffff', '8860169659fffff', '8860145b33fffff', '8860145969fffff', '8860145905fffff', '8860145b01fffff', '8860145b21fffff', '8861892c99fffff', '886014590dfffff', '8860145959fffff', '8860145901fffff', '8860145955fffff', '8860145b3bfffff', '8860145965fffff', '886014586dfffff', '886014594bfffff', '8860145907fffff', '8860145963fffff', '8860145919fffff', '8860145921fffff', '8860145967fffff', '8860145939fffff', '8860145929fffff', '8860145917fffff', '886014593dfffff', '886014592dfffff', '886014594dfffff', '8861892c9bfffff', '886014595bfffff', '8860145b37fffff', '886014592bfffff', '8860145829fffff', '8861892cd3fffff', '8860145935fffff', '8861892cd7fffff', '8860145911fffff', '886016965bfffff', '8861892cb3fffff', '886014595dfffff', '8860145b31fffff', '8860145931fffff', '8860145821fffff', '8860145b15fffff', '8860145b25fffff', '8860145903fffff', '8860145825fffff', '8860145945fffff', '8861892c9dfffff', '8860145923fffff', '8861892c95fffff', '8860145b07fffff', '8860145941fffff', '8860145b27fffff', '8860145b39fffff', '8860145b3dfffff', '886014596bfffff']",ward_99
kml_40,,,,,13.0164,77.54195,"['8860145b17fffff', '8860145b03fffff', '8860145865fffff', '886014591bfffff', '8860145b23fffff', '8860145b05fffff', '8860145957fffff', '8860145863fffff', '8860145953fffff', '8860145943fffff', '8860145951fffff', '8860145b57fffff', '8860145b11fffff', '8860145961fffff', '8860145861fffff', '8860145949fffff', '886014584dfffff', '886014590bfffff', '8860145827fffff', '886014583dfffff', '886014593bfffff', '88601459cdfffff', '8860145823fffff', '886014582dfffff', '8860145845fffff', '8860145913fffff', '886014591dfffff', '8860145869fffff', '8861892c93fffff', '8860145843fffff', '8860145b2bfffff', '8860145947fffff', '8860145867fffff', '8860145915fffff', '8860145b29fffff', '8860145b35fffff', '886014586bfffff', '8860145909fffff', '8860145b2dfffff', '8860145b33fffff', '8860145969fffff', '8860145905fffff', '8860145b01fffff', '8860145b21fffff', '8860145835fffff', '886014590dfffff', '8860145b0bfffff', '8860145959fffff', '8860145901fffff', '8860145955fffff', '8860145b3bfffff', '886014582bfffff', '886014586dfffff', '886014594bfffff', '8860145907fffff', '8860145919fffff', '8860145963fffff', '8860145805fffff', '8860145b13fffff', '8860145939fffff', '8860145917fffff', '8860145847fffff', '8860145841fffff', '886014594dfffff', '886014595bfffff', '8861892c9bfffff', '8860145809fffff', '8860145b37fffff', '8860145829fffff', '8860145911fffff', '8860145b1bfffff', '886014595dfffff', '8860145b31fffff', '8860145b19fffff', '8860145821fffff', '8860145b15fffff', '8860145b25fffff', '8860145903fffff', '8860145b1dfffff', '8860145825fffff', '8860145807fffff', '8860145945fffff', '8860145801fffff', '8860145b07fffff', '8860145941fffff', '88601459c9fffff', '8860145b27fffff', '8860145b39fffff', '886014580dfffff', '8860145b3dfffff', '886014596bfffff']",ward_76
kml_41,,,,,12.96326,77.50449,"['8860145853fffff', '8860145803fffff', '8860145aa9fffff', '8860145855fffff', '8860145863fffff', '8860145ac3fffff', '8860145851fffff', '886014585dfffff', '8860145849fffff', '8860145ab5fffff', '8860145819fffff', '8860145ab1fffff', '886014584dfffff', '8860145aa5fffff', '8860145aadfffff', '8860145817fffff', '886014580bfffff', '886014583bfffff', '8860145a31fffff', '8860145a23fffff', '8860145ab7fffff', '8860145845fffff', '886014585bfffff', '8860145a1bfffff', '8860145ae5fffff', '8860145a8bfffff', '8860145843fffff', '8860145859fffff', '8860145ae9fffff', '886014581bfffff', '8860145a8dfffff', '8860145abdfffff', '8860145a83fffff', '886014586bfffff', '8860145a21fffff', '8860145ab9fffff', '8860145a15fffff', '8860145a11fffff', '8860145a3dfffff', '88601458c9fffff', '8860145a3bfffff', '88601458cbfffff', '8860145a87fffff', '8860145a89fffff', '8860145811fffff', '88601458cdfffff', '8860145ae1fffff', '8860145aa1fffff', '8860145ac1fffff', '8860145aabfffff', '8860145aedfffff', '8860145ad5fffff', '8860145805fffff', '8860145a37fffff', '8860145815fffff', '8860145a03fffff', '8860145ac5fffff', '8860145aa7fffff', '8860145a33fffff', '8860145847fffff', '8860145841fffff', '8860145a27fffff', '8860145839fffff', '8860145813fffff', '8860145809fffff', '88601458e9fffff', '8860145ac7fffff', '8860145a85fffff', '8860145a35fffff', '8860145ae7fffff', '8860145aebfffff', '88601458c5fffff', '8860145a2bfffff', '8860145857fffff', '8860145a17fffff', '8860145a19fffff', '8860145a81fffff', '8860145acdfffff', '886014581dfffff', '8860145a13fffff', '8860145807fffff', '8860145aa3fffff', '8860145801fffff', '88601458c1fffff', '8860145a39fffff', '8860145ae3fffff', '8860145a1dfffff', '88601458edfffff', '886014584bfffff', '886014580dfffff', '8860145a07fffff']",ward_155
kml_42,,,,,13.031281,77.484008,"['88601459b9fffff', '88601459e1fffff', '8860144a45fffff', '8860145987fffff', '8860144a4dfffff', '8860145803fffff', '886014591bfffff', '88601458abfffff', '88601458a9fffff', '88601459a1fffff', '88601459d9fffff', '88601459bdfffff', '8860145837fffff', '88601459e7fffff', '88601459d5fffff', '88601459c7fffff', '8860145981fffff', '8860145827fffff', '8860145997fffff', '8860145817fffff', '886014583bfffff', '886014583dfffff', '88601459ebfffff', '88601459c5fffff', '88601459b1fffff', '88601459ddfffff', '88601459cdfffff', '8860145823fffff', '8860145913fffff', '886014588dfffff', '886014599dfffff', '8860144a69fffff', '8860145983fffff', '8860144a49fffff', '88601458a3fffff', '88601458a1fffff', '8860145833fffff', '8860144a6dfffff', '88601458e3fffff', '88601458a7fffff', '88601459d3fffff', '88601459e5fffff', '88601459d7fffff', '88601459e9fffff', '88601459a3fffff', '88601459adfffff', '8860145835fffff', '8860145993fffff', '886014582bfffff', '88601458e1fffff', '886014598dfffff', '88601458a5fffff', '886014598bfffff', '8860145919fffff', '886014599bfffff', '8860145815fffff', '88601459abfffff', '88601458e7fffff', '8860145917fffff', '88601459a9fffff', '88601459e3fffff', '88601459edfffff', '8860145839fffff', '8860144a41fffff', '88601458e9fffff', '88601459dbfffff', '8860145995fffff', '8860145989fffff', '88601458e5fffff', '8860145911fffff', '8860145885fffff', '88601458ebfffff', '88601458adfffff', '8860145831fffff', '88601459cbfffff', '88601696dbfffff', '88601459b7fffff', '88601459b3fffff', '8860145821fffff', '88601459d1fffff', '8860145991fffff', '88601459bbfffff', '88601459b5fffff', '8860145825fffff', '8860145807fffff', '8860145999fffff', '88601459c3fffff', '88601459c9fffff', '88601458edfffff', '88601459c1fffff', '8860145985fffff']",ward_194
kml_43,,,,,12.997271,77.761837,"['8861892f4dfffff', '8861892ad5fffff', '8861892035fffff', '88618921a1fffff', '8861892a9dfffff', '8861892adbfffff', '88618921edfffff', '8861892ad7fffff', '88618921c3fffff', '8861892a91fffff', '8861892133fffff', '88618921abfffff', '8861892ad9fffff', '88618921d9fffff', '8861892183fffff', '8861892ad1fffff', '8861892119fffff', '8861892021fffff', '8861892addfffff', '88618921d1fffff', '886189213bfffff', '88618921dbfffff', '88618921adfffff', '88618921e7fffff', '88618921e1fffff', '8861892027fffff', '8861892a93fffff', '8861892a8bfffff', '88618921c5fffff', '88618921a9fffff', '8861892103fffff', '8861892a89fffff', '8861892a99fffff', '8861892131fffff', '88618921e9fffff', '8861892181fffff', '88618921c7fffff', '88618921b5fffff', '8861892f41fffff', '8861892acbfffff', '8861892139fffff', '8861892f4bfffff', '886189218dfffff', '8861892115fffff', '88618921bbfffff', '8861892107fffff', '88618921ddfffff', '8861892ac3fffff', '8861892189fffff', '88618921d3fffff', '8861892135fffff', '8861892037fffff', '886189211bfffff', '886189218bfffff', '8861892f45fffff', '88618921c9fffff', '88618921e3fffff', '88618921a7fffff', '8861892185fffff', '88618921ebfffff', '88618921a3fffff', '8861892e6dfffff', '8861892025fffff', '88618921cbfffff', '88618921b9fffff', '8861892023fffff', '88618921e5fffff', '8861892113fffff', '88618921cdfffff', '88618921b7fffff', '88618921b3fffff', '8861892f49fffff', '8861892199fffff', '8861892191fffff', '8861892111fffff', '8861892117fffff', '886189211dfffff', '88618921b1fffff', '88618921a5fffff', '88618921bdfffff', '88618921d5fffff', '8861892195fffff', '88618921c1fffff', '8861892ad3fffff', '8861892187fffff', '88618921d7fffff', '886189219dfffff', '886189213dfffff', '8861892137fffff', '8861892a9bfffff', '8861892197fffff']",
kml_44,,,,,12.9372696,77.7461854,"['88618920adfffff', '8861892033fffff', '8861892035fffff', '8861892001fffff', '8861892057fffff', '88618922a5fffff', '88618922b7fffff', '8861892003fffff', '88618922b5fffff', '88618921c3fffff', '8861892015fffff', '88618921d9fffff', '886189201bfffff', '88618920a7fffff', '88618920d9fffff', '88618920c3fffff', '88618921d1fffff', '88618921dbfffff', '88618922a1fffff', '8861892013fffff', '88618922e7fffff', '88618920ddfffff', '886189208dfffff', '8861892007fffff', '88618920abfffff', '8861892095fffff', '8861892005fffff', '88618920c7fffff', '8861892053fffff', '88618922abfffff', '8861892083fffff', '886189200dfffff', '88618920d5fffff', '886189201dfffff', '8861892085fffff', '8861892089fffff', '88618922a3fffff', '8861892051fffff', '886189203dfffff', '8861892011fffff', '8861892087fffff', '8861892009fffff', '88618922adfffff', '886189209dfffff', '88618921ddfffff', '88618920bdfffff', '88618921d3fffff', '88618920d1fffff', '8861892081fffff', '88618920c1fffff', '88618922b3fffff', '88618920c5fffff', '8861892037fffff', '88618920e9fffff', '88618920e1fffff', '88618921c9fffff', '88618920a5fffff', '88618920ebfffff', '8861892019fffff', '88618920a1fffff', '886189219bfffff', '88618921cbfffff', '8861892023fffff', '88618920a3fffff', '88618920cbfffff', '88618920edfffff', '886189202bfffff', '886189203bfffff', '8861892055fffff', '88618922a9fffff', '88618920e3fffff', '88618922b1fffff', '886189205bfffff', '886189208bfffff', '8861892199fffff', '886189200bfffff', '88618920cdfffff', '88618922bdfffff', '88618920d7fffff', '88618920e7fffff', '88618920b9fffff', '8861892031fffff', '88618922a7fffff', '8861892017fffff', '88618920e5fffff', '88618921d5fffff', '8861892039fffff', '88618921c1fffff', '88618921d7fffff', '88618920a9fffff', '88618920c9fffff']",
kml_45,,,,,12.9718109,77.6937471,"['8861892093fffff', '88618920adfffff', '8861892e07fffff', '8861892505fffff', '88618920a7fffff', '8861892e6bfffff', '88618920bbfffff', '8861892521fffff', '8861892e53fffff', '8861892e41fffff', '8861892545fffff', '8861892e5bfffff', '8861892e4bfffff', '88618920abfffff', '8861892095fffff', '8861892ecdfffff', '8861892097fffff', '8861892569fffff', '8861892e01fffff', '8861892e3dfffff', '8861892561fffff', '8861892083fffff', '88618920b3fffff', '8861892085fffff', '8861892e39fffff', '8861892e17fffff', '8861892e65fffff', '8861892193fffff', '8861892e13fffff', '8861892087fffff', '8861892e2bfffff', '8861892523fffff', '8861892e55fffff', '88618920b1fffff', '8861892e49fffff', '886189209dfffff', '8861892e3bfffff', '886189256dfffff', '8861892563fffff', '88618920bdfffff', '88618921d3fffff', '8861892081fffff', '8861892e63fffff', '8861892e03fffff', '8861892e57fffff', '8861892e4dfffff', '88618920a5fffff', '8861892565fffff', '8861892e51fffff', '8861892091fffff', '8861892529fffff', '8861892e45fffff', '8861892e67fffff', '8861892e6dfffff', '8861892ec9fffff', '8861892e05fffff', '8861892e11fffff', '88618920b7fffff', '8861892e59fffff', '8861892e1dfffff', '88618920a1fffff', '886189219bfffff', '8861892e09fffff', '88618920a3fffff', '8861892525fffff', '886189252bfffff', '8861892547fffff', '8861892e47fffff', '8861892e0dfffff', '8861892e0bfffff', '886189208bfffff', '8861892527fffff', '8861892199fffff', '8861892191fffff', '8861892e15fffff', '88618920b5fffff', '8861892e69fffff', '8861892e61fffff', '88618920b9fffff', '886189252dfffff', '8861892e1bfffff', '8861892567fffff', '8861892e29fffff', '886189250dfffff', '8861892e5dfffff', '886189256bfffff', '8861892e19fffff', '88618920a9fffff', '8861892e31fffff', '8861892197fffff', '8861892e43fffff']",
kml_46,,,,,12.9557565,77.7319145,"['88618920adfffff', '8861892033fffff', '8861892035fffff', '88618921c3fffff', '88618921d9fffff', '8861892015fffff', '886189201bfffff', '8861892183fffff', '88618920a7fffff', '8861892e6bfffff', '88618920bbfffff', '88618920c3fffff', '88618921d1fffff', '8861892e41fffff', '88618921dbfffff', '8861892013fffff', '88618920ddfffff', '8861892e4bfffff', '886189208dfffff', '88618920abfffff', '8861892095fffff', '8861892097fffff', '88618920c7fffff', '8861892083fffff', '88618920d5fffff', '88618920b3fffff', '8861892085fffff', '8861892089fffff', '8861892181fffff', '8861892193fffff', '886189203dfffff', '88618920d3fffff', '8861892011fffff', '8861892087fffff', '88618920b1fffff', '886189209dfffff', '8861892e49fffff', '88618921ddfffff', '886189256dfffff', '8861892189fffff', '88618920bdfffff', '88618921d3fffff', '88618920d1fffff', '8861892081fffff', '88618920c1fffff', '88618920c5fffff', '8861892037fffff', '88618920e9fffff', '886189218bfffff', '88618920e1fffff', '8861892e4dfffff', '88618920a5fffff', '8861892565fffff', '8861892091fffff', '88618920ebfffff', '8861892e45fffff', '88618920b7fffff', '88618920a1fffff', '8861892e59fffff', '886189219bfffff', '88618921cbfffff', '88618920a3fffff', '88618920cbfffff', '88618920edfffff', '886189203bfffff', '8861892e47fffff', '8861892099fffff', '88618920e3fffff', '886189208bfffff', '8861892199fffff', '8861892191fffff', '88618920b5fffff', '8861892e69fffff', '88618920cdfffff', '88618920d7fffff', '88618920e7fffff', '88618920b9fffff', '8861892031fffff', '88618922a7fffff', '8861892017fffff', '88618920e5fffff', '88618921d5fffff', '8861892e5dfffff', '8861892039fffff', '8861892195fffff', '88618921d7fffff', '88618920a9fffff', '886189219dfffff', '88618920c9fffff', '8861892197fffff', '8861892e43fffff']",
kml_47,,,,,12.9967556,77.6760333,"['8861892ee9fffff', '8861892e07fffff', '8861892e8dfffff', '8861892e25fffff', '8861892e2dfffff', '8861892ee1fffff', '8861892e6bfffff', '8861892521fffff', '8861892ea9fffff', '8861892e53fffff', '8861892c55fffff', '8861892e41fffff', '8861892c53fffff', '8861892c5bfffff', '8861892e5bfffff', '8861892e4bfffff', '8861892c57fffff', '8861892c41fffff', '8861892e81fffff', '8861892ecdfffff', '8861892c59fffff', '8861892535fffff', '8861892f1bfffff', '8861892e01fffff', '8861892e3dfffff', '8861892ee3fffff', '88618920b3fffff', '8861892e39fffff', '8861892e17fffff', '8861892e13fffff', '8861892e2bfffff', '8861892523fffff', '8861892eadfffff', '8861892e55fffff', '8861892e37fffff', '8861892e3bfffff', '8861892e35fffff', '8861892e33fffff', '8861892c51fffff', '8861892c4bfffff', '8861892e63fffff', '8861892ee7fffff', '8861892e03fffff', '8861892e57fffff', '8861892ec7fffff', '8861892565fffff', '8861892e51fffff', '8861892e89fffff', '8861892529fffff', '8861892eebfffff', '8861892ec5fffff', '8861892e45fffff', '8861892e67fffff', '8861892ec9fffff', '8861892e05fffff', '8861892c4dfffff', '8861892e11fffff', '88618920b7fffff', '8861892e1dfffff', '8861892e59fffff', '8861892c49fffff', '8861892ecbfffff', '8861892e09fffff', '8861892525fffff', '8861892ec1fffff', '886189252bfffff', '8861892e47fffff', '8861892e0dfffff', '8861892e0bfffff', '8861892527fffff', '8861892e15fffff', '8861892e85fffff', '8861892ec3fffff', '8861892e69fffff', '8861892eedfffff', '8861892e27fffff', '8861892e61fffff', '8861892e21fffff', '886189252dfffff', '8861892e23fffff', '8861892c5dfffff', '8861892e1bfffff', '8861892c43fffff', '8861892e29fffff', '8861892567fffff', '8861892ee5fffff', '8861892e5dfffff', '8861892e19fffff', '886189253dfffff', '8861892e31fffff', '8861892e43fffff']",ward_187
kml_48,,,,,12.910022,77.6971861,"['886189255bfffff', '8861892093fffff', '8861892707fffff', '8861892743fffff', '8861892711fffff', '88618922b7fffff', '88618922b5fffff', '8861892747fffff', '88618920d9fffff', '88618920bbfffff', '88618920c3fffff', '886189254dfffff', '8861892725fffff', '886189209bfffff', '8861892721fffff', '8861892545fffff', '8861892543fffff', '88618920ddfffff', '8861892701fffff', '8861892095fffff', '886189271dfffff', '8861892719fffff', '8861892739fffff', '8861892097fffff', '8861892757fffff', '8861892569fffff', '88618920dbfffff', '8861892561fffff', '8861892083fffff', '88618920d5fffff', '8861892727fffff', '88618922bbfffff', '8861892089fffff', '8861892703fffff', '8861892741fffff', '8861892717fffff', '886189270bfffff', '88618920d3fffff', '8861892767fffff', '8861892705fffff', '8861892087fffff', '8861892731fffff', '886189209dfffff', '886189272dfffff', '886189256dfffff', '8861892549fffff', '8861892563fffff', '8861892735fffff', '88618920d1fffff', '8861892081fffff', '8861892729fffff', '8861892293fffff', '88618922b3fffff', '886189270dfffff', '8861892737fffff', '886189246dfffff', '8861892755fffff', '886189255dfffff', '8861892297fffff', '886189274dfffff', '8861892091fffff', '8861892509fffff', '8861892465fffff', '886189273bfffff', '886189272bfffff', '8861892559fffff', '88618920cbfffff', '8861892541fffff', '886189276dfffff', '8861892547fffff', '8861892099fffff', '88618922b1fffff', '8861892555fffff', '886189208bfffff', '886189276bfffff', '8861892765fffff', '88618920d7fffff', '8861892761fffff', '88618920b9fffff', '8861892733fffff', '8861892709fffff', '8861892763fffff', '8861892745fffff', '886189250dfffff', '8861892769fffff', '886189256bfffff', '8861892715fffff', '886189273dfffff', '8861892551fffff', '8861892723fffff', '886189254bfffff']",
kml_49,,,,,12.9902311,77.6990083,"['8861892f53fffff', '8861892ee9fffff', '8861892e07fffff', '8861892e25fffff', '8861892e2dfffff', '8861892183fffff', '88618920a7fffff', '8861892e6bfffff', '8861892e53fffff', '8861892e41fffff', '8861892e5bfffff', '8861892e4bfffff', '8861892c41fffff', '88618920abfffff', '8861892f5bfffff', '8861892f1bfffff', '8861892e01fffff', '8861892e3dfffff', '88618920b3fffff', '8861892e39fffff', '8861892e17fffff', '8861892e65fffff', '8861892193fffff', '8861892f59fffff', '8861892e13fffff', '8861892e2bfffff', '8861892f19fffff', '88618921bbfffff', '8861892e55fffff', '8861892e37fffff', '88618920b1fffff', '8861892e49fffff', '8861892e3bfffff', '8861892e35fffff', '88618920bdfffff', '8861892e33fffff', '8861892c4bfffff', '8861892e63fffff', '8861892e03fffff', '8861892e57fffff', '8861892e4dfffff', '88618920a5fffff', '8861892565fffff', '8861892e51fffff', '8861892e45fffff', '8861892e67fffff', '8861892e6dfffff', '8861892e05fffff', '8861892c4dfffff', '8861892e11fffff', '88618920b7fffff', '8861892e1dfffff', '8861892f51fffff', '8861892e59fffff', '88618920a1fffff', '8861892c49fffff', '886189219bfffff', '8861892e09fffff', '88618921b9fffff', '88618920a3fffff', '8861892525fffff', '8861892f57fffff', '8861892f5dfffff', '8861892e47fffff', '8861892e0dfffff', '88618921b3fffff', '88618921b7fffff', '8861892e0bfffff', '8861892199fffff', '8861892191fffff', '8861892e15fffff', '88618920b5fffff', '8861892e69fffff', '8861892eedfffff', '8861892e27fffff', '8861892e61fffff', '8861892e21fffff', '886189252dfffff', '8861892e23fffff', '88618921b1fffff', '8861892e1bfffff', '8861892e29fffff', '8861892567fffff', '8861892e5dfffff', '8861892195fffff', '8861892e19fffff', '8861892f55fffff', '886189219dfffff', '8861892e31fffff', '8861892197fffff', '8861892e43fffff']",
kml_50,,,,,12.9675968,77.7598489,"['88618920adfffff', '8861892033fffff', '8861892151fffff', '8861892035fffff', '8861892001fffff', '88618921edfffff', '8861892003fffff', '8861892029fffff', '88618921c3fffff', '8861892133fffff', '88618921abfffff', '88618921d9fffff', '8861892015fffff', '8861892183fffff', '88618920a7fffff', '8861892119fffff', '8861892021fffff', '88618921d1fffff', '886189213bfffff', '88618921dbfffff', '88618921e7fffff', '8861892013fffff', '88618921e1fffff', '8861892027fffff', '8861892007fffff', '8861892005fffff', '88618921c5fffff', '88618921a9fffff', '886189200dfffff', '886189201dfffff', '88618921e9fffff', '8861892181fffff', '886189203dfffff', '88618921c7fffff', '8861892011fffff', '8861892009fffff', '886189218dfffff', '8861892115fffff', '88618921ddfffff', '8861892189fffff', '88618921d3fffff', '88618920c5fffff', '8861892037fffff', '88618920e9fffff', '886189211bfffff', '886189218bfffff', '88618920e1fffff', '88618921c9fffff', '88618920a5fffff', '88618921e3fffff', '88618920ebfffff', '88618921ebfffff', '8861892185fffff', '8861892025fffff', '8861892063fffff', '88618920a1fffff', '886189219bfffff', '88618921cbfffff', '8861892023fffff', '88618921b9fffff', '88618921e5fffff', '8861892113fffff', '88618920edfffff', '886189202bfffff', '88618921cdfffff', '886189203bfffff', '88618920e3fffff', '8861892199fffff', '8861892191fffff', '8861892157fffff', '8861892111fffff', '886189202dfffff', '8861892067fffff', '8861892117fffff', '886189200bfffff', '886189211dfffff', '88618920e7fffff', '8861892031fffff', '886189215bfffff', '8861892017fffff', '88618921bdfffff', '88618920e5fffff', '88618921d5fffff', '8861892039fffff', '88618921c1fffff', '8861892153fffff', '8861892195fffff', '8861892187fffff', '88618921d7fffff', '88618920a9fffff', '886189219dfffff']",
kml_51,,,,,13.0628913,77.6424739,"['8861892c19fffff', '8861892cedfffff', '8861892d1bfffff', '8861892c01fffff', '8861892c0dfffff', '8861892c27fffff', '8861892dd3fffff', '8861892d81fffff', '8861892c31fffff', '8861892c2bfffff', '8861892d17fffff', '8861892dc1fffff', '8861892ea7fffff', '8861892ce5fffff', '8861892c39fffff', '8861892ea5fffff', '8861892c0bfffff', '8861892c55fffff', '8861892c53fffff', '8861892c07fffff', '8861892c33fffff', '8861892c6bfffff', '8861892c57fffff', '8861892c85fffff', '8861892ce3fffff', '8861892c05fffff', '8861892cadfffff', '8861892ccdfffff', '8861892d13fffff', '8861892d83fffff', '8861892c47fffff', '8861892c67fffff', '8861892dd9fffff', '8861892cc1fffff', '8861892dc7fffff', '8861892dddfffff', '8861892debfffff', '8861892c3bfffff', '8861892d8bfffff', '8861892ce7fffff', '8861892c1dfffff', '8861892d99fffff', '8861892dd5fffff', '8861892d19fffff', '8861892cc9fffff', '8861892ce1fffff', '8861892c51fffff', '8861892dcdfffff', '8861892de9fffff', '8861892c35fffff', '8861892ca1fffff', '8861892ce9fffff', '8861892c1bfffff', '8861892dc9fffff', '8861892c2dfffff', '8861892d53fffff', '8861892d8dfffff', '8861892c63fffff', '8861892cebfffff', '8861892ddbfffff', '8861892c17fffff', '8861892c13fffff', '8861892cabfffff', '8861892c09fffff', '8861892dc5fffff', '8861892c8dfffff', '8861892dc3fffff', '8861892c11fffff', '8861892c61fffff', '8861892cc7fffff', '8861892cc5fffff', '8861892dd7fffff', '8861892d11fffff', '8861892c25fffff', '8861892ca5fffff', '8861892c65fffff', '8861892dcbfffff', '8861892c3dfffff', '8861892c23fffff', '8861892c15fffff', '8861892d89fffff', '8861892c03fffff', '8861892c5dfffff', '8861892ca9fffff', '8861892c43fffff', '8861892dd1fffff', '8861892c37fffff', '8861892c21fffff', '8861892d9dfffff', '8861892c29fffff', '8861892d5bfffff']",ward_193
