h3_id,centroid_lat,centroid_lon,ward_id,hex_area_sqm,total_buildings,total_footprint_m2,builtup_pct,avg_floors,avg_height_m
8861892ed5fffff,12.978353657521334,77.63253030668537,ward_101,759987.0454326685,2185,227164.27756664075,29.890546020730362,0.4036613272311213,16.75
8861892eb9fffff,13.000845765441035,77.62026786302567,ward_89,759790.1700283918,1311,277605.9400788806,36.53718500576377,1.3577421815408086,16.88888888888889
8861892e91fffff,12.985909282285936,77.61158761005301,ward_23,759705.7429976538,2405,265066.348144622,34.89066004670714,0.02286902286902287,
8860145b25fffff,13.023412325449543,77.58272639319948,ward_39,759269.137289029,689,153332.07235054008,20.194693135824323,0.047895500725689405,102.0
8861892e89fffff,12.985822230981379,77.6368716434795,ward_80,760029.2830484625,297,46243.12809948008,6.084387684906009,0.26936026936026936,12.6
8860145b0bfffff,12.986048887032434,77.56946347485582,ward_6,759165.9822927716,502,118627.6345523165,15.626047177989578,0.17729083665338646,124.0
8860145b19fffff,12.978609335035548,77.55670523298144,ward_26,759015.570348356,1541,204489.25116574008,26.941377641553277,0.035691109669046074,105.0
8860145a25fffff,12.97114288981873,77.55236984972316,ward_29,758973.1414903558,940,113904.20503944594,15.007672711023504,0.03829787234042553,105.0
8860145b15fffff,12.993569455651906,77.55695501086562,ward_27,758992.2430582745,1684,322241.01344176324,42.45643040346882,0.0023752969121140144,
8860145a61fffff,12.948659460635449,77.56462670857057,ward_25,759169.8197155786,2139,204108.13687730976,26.88570219424403,0.020102851799906497,
8860145a0bfffff,12.9337851690507,77.53911739320513,ward_112,758868.421079457,1879,230240.6217893992,30.339992466927537,0.004257583821181479,20.0
8860145b03fffff,12.993542843983317,77.56537726526014,ward_13,759100.2843748752,1109,249068.07214897353,32.810957560644695,0.020739404869251576,
8860145b09fffff,12.986021513806191,77.57788670867004,ward_7,759273.9870293732,798,242386.81413239823,31.923497745619628,0.07142857142857142,30.0
886014586bfffff,12.993647648627476,77.53169303384007,ward_70,758667.9620313371,1843,223800.75995421456,29.499171067536178,,
886014580dfffff,12.993673165862301,77.5232739710521,ward_70,758559.8160920428,344,40478.76705374266,5.336265670159229,,
8860145b05fffff,13.000983235392043,77.57813758092796,ward_16,759250.5687025584,2286,303903.1431145623,40.026725779591544,0.010936132983377077,
8860145a65fffff,12.956125928712487,77.56896267104028,ward_25,759212.344695577,1469,266341.6573383736,35.08131278412881,0.06466984343090537,
8860145a6bfffff,12.941193199884426,77.56029116791997,ward_48,759127.2468570593,2239,299394.57772646035,39.43931389184285,0.003573023671281822,
8861892ee7fffff,13.0082291769594,77.64989818456539,ward_153,760155.7075515871,2070,269251.9830162825,35.42063558050835,0.003381642512077295,
8861892ee5fffff,13.0082002485776,77.65832962865115,ward_144,760263.4532496545,1608,235560.6187368659,30.984077654922174,0.009328358208955223,
886014582dfffff,13.016096356175883,77.5278558452372,ward_108,758578.6413755821,270,24275.305617072667,3.200104022577357,,
8861892c5bfffff,13.01569856623396,77.6542412085338,ward_153,760197.752893836,1160,220290.26003263556,28.978020415616747,0.011206896551724138,
8860145b11fffff,12.986102812430351,77.55261939882277,ward_22,758949.8941229702,2191,307781.328600522,40.553576854528586,0.017800091282519397,
8861892c51fffff,13.023168158523893,77.6585846543247,ward_160,760239.7501317506,1285,204538.10536917998,26.90442131363603,0.0038910505836575876,
8860145b13fffff,12.986129364753625,77.54419855710536,ward_26,758841.8107470813,1910,286081.3239054613,37.699731334494295,0.0036649214659685864,
88618925a1fffff,12.963476712834236,77.60699576651213,ward_21,759686.6634090993,562,181650.98901936138,23.911304195364085,0.3807829181494662,
8860145a3dfffff,12.956238304063396,77.53528116998449,ward_83,758780.0196251553,2002,240410.69878406008,31.68384677588444,0.001998001998001998,
8860145a45fffff,12.933697726689793,77.56437657300648,ward_62,759192.68936484,1550,230822.99391986386,30.403742969782314,0.0012903225806451613,
8860145947fffff,13.038447962710872,77.55770449431807,ward_114,758921.3354355044,800,131982.38860139597,17.39078642790538,0.0025,
8861892ebbfffff,13.000873807961767,77.61184021424711,ward_41,759682.3024699847,1108,214624.2024065583,28.251836551772,0.04512635379061372,
88618925c1fffff,12.926016584498955,77.61900292915769,ward_118,759905.8542166061,435,120942.38125570465,15.915442759733079,0.022988505747126436,
8861892ecdfffff,12.978263499684852,77.65781965379381,ward_146,760310.3952976253,440,146762.74534266014,19.30300391134459,0.04772727272727273,
8861892527fffff,12.970763679292517,77.66190765414493,ward_146,760375.9039031033,29,97945.88194917244,12.88124484829203,,
8860145945fffff,13.038423456933073,77.56612804702421,ward_100,759029.3599302805,677,132923.35083032685,17.51228053188039,,
88618925e7fffff,12.955949167990005,77.61950882684388,ward_46,759860.0444430427,1571,194770.19125764025,25.632376999161952,,
88618925a9fffff,12.955979311817666,77.61108247740847,ward_21,759752.1603536194,1182,124041.75009265424,16.326607091833765,,
8860145b17fffff,12.99359579359819,77.54853355399709,ward_27,758884.1755438802,2677,321218.9802421322,42.327800551634866,0.007471049682480389,
8860145b07fffff,13.00100990696539,77.5697139143044,ward_31,759142.5695174037,1466,337924.32653678564,44.513947722837926,0.06753069577080491,
886014595bfffff,13.016071756519793,77.53627595593316,ward_94,758686.7658882167,1174,138862.7189138535,18.30303692608673,0.002555366269165247,
88618925bbfffff,12.948601205513505,77.5814710124756,ward_32,759385.8566228186,500,124198.40724004508,16.355111983832156,0.022,
8860145b6bfffff,12.993461365885471,77.59064881109155,ward_7,759424.2508506975,1078,230389.8940961618,30.337442323981875,0.21150278293135436,
8861892e83fffff,12.993348891711566,77.62435535566547,ward_80,759855.8376539248,1060,165189.0492506415,21.73952492892166,,
88618925ebfffff,12.940983026740932,77.6192558653598,ward_77,759883.026662838,1889,277173.99583676225,36.47587669565688,0.010587612493382742,30.0
8860145a63fffff,12.948688178594848,77.55620575209066,ward_40,759061.7619070263,1011,98410.643419428,12.96477419336555,,
