h3_id,n_buildings,total_built_area_m2,hex_area_m2,built_percentage,lulc_built_up_percent,lulc_vegetation_percent,lulc_water_percent,lulc_barren_percent,lulc_road_percent,lulc_built_up_percent_2013,lulc_change_2013_2023
8860145b31fffff,1698,275746.3758390991,758968.761460694,0.36331716118118473,36.33171611811847,0.0,0.0,0.0,0.0,29.06537289449478,7.266343223623693
8860145b33fffff,1763,257944.0586294637,758860.6995170193,0.33990962872847874,33.990962872847874,0.0,0.0,0.0,0.0,27.1927702982783,6.798192574569573
8860145b35fffff,351,193062.48095736775,759010.9825523593,0.2543605894978596,25.436058949785963,0.0,0.0,0.0,0.0,20.34884715982877,5.087211789957191
8860145b37fffff,309,176735.58476615342,758902.9365042043,0.23288298972759913,23.288298972759915,0.0,0.0,0.0,0.0,18.630639178207932,4.657659794551982
8860145b39fffff,2312,331895.4392547665,759034.5440911719,0.4372599927611472,43.72599927611472,0.0,0.0,0.0,0.0,34.98079942089178,8.745199855222943
8860145b3bfffff,2543,329330.0307314903,758926.4924535336,0.43394193509676965,43.39419350967697,0.0,0.0,0.0,0.0,34.715354807741576,8.67883870193539
8860145b3dfffff,912,286244.51841384603,759076.7972067553,0.37709559753000793,37.709559753000796,0.0,0.0,0.0,0.0,30.167647802400637,7.541911950600159
8860145b41fffff,89,157495.20357305263,759447.6002746262,0.20738126437702917,20.738126437702917,0.0,0.0,0.0,0.0,16.590501150162336,4.147625287540581
8860145b43fffff,294,163488.59184956836,759339.6321903754,0.2153036466409274,21.53036466409274,0.0,0.0,0.0,0.0,17.224291731274192,4.306072932818548
8860145b45fffff,446,196883.8382788962,759489.9176666077,0.2592316681224491,25.923166812244908,0.0,0.0,0.0,0.0,20.738533449795927,5.184633362448981
8860145b47fffff,205,125371.623649515,759381.9654977495,0.1650969200556904,16.50969200556904,0.0,0.0,0.0,0.0,13.207753604455233,3.301938401113807
8860145b49fffff,318,159803.7194109775,759513.1926101476,0.21040282244709282,21.04028224470928,0.0,0.0,0.0,0.0,16.832225795767425,4.208056448941857
8860145b4bfffff,464,163543.34056539036,759405.2349275107,0.21535714140948928,21.53571414094893,0.0,0.0,0.0,0.0,17.228571312759144,4.307142828189786
8860145b4dfffff,251,208122.79895614766,759555.5420455793,0.274006030415691,27.4006030415691,0.0,0.0,0.0,0.0,21.92048243325528,5.480120608313818
8860145b51fffff,459,100201.48283829537,759189.2406935049,0.13198485630112886,13.198485630112886,0.0,0.0,0.0,0.0,10.558788504090309,2.6396971260225772
8860145b53fffff,863,139144.4636433933,759081.2041977043,0.18330642739396935,18.330642739396936,0.0,0.0,0.0,0.0,14.664514191517549,3.666128547879387
8860145b55fffff,487,207311.58103707017,759231.6378233865,0.27305445493736824,27.305445493736823,0.0,0.0,0.0,0.0,21.84435639498946,5.461089098747362
8860145b57fffff,341,166571.6803684337,759123.6171990369,0.21942629183773607,21.942629183773608,0.0,0.0,0.0,0.0,17.554103347018888,4.38852583675472
8860145b59fffff,460,224681.93623169695,759254.8217755157,0.2959242796855458,29.59242796855458,0.0,0.0,0.0,0.0,23.673942374843666,5.9184855937109155
8860145b5bfffff,705,133759.13795440926,759146.7956549139,0.1761966706834554,17.61966706834554,0.0,0.0,0.0,0.0,14.095733654676431,3.5239334136691074
8860145b5dfffff,870,193294.20460697863,759297.2509455008,0.25456987282158944,25.456987282158945,0.0,0.0,0.0,0.0,20.365589825727156,5.091397456431789
8860145b61fffff,397,130285.77135913326,759466.4882385993,0.17154907211416257,17.154907211416255,0.0,0.0,0.0,0.0,13.723925769133004,3.430981442283251
8860145b63fffff,162,61827.484390420796,759358.5416203467,0.08142067416334196,8.142067416334196,0.0,0.0,0.0,0.0,6.513653933067357,1.628413483266839
8860145b65fffff,1425,155938.75756867894,759508.6776453978,0.2053153073275144,20.531530732751442,0.0,0.0,0.0,0.0,16.425224586201153,4.106306146550288
8860145b67fffff,245,84650.64258129701,759400.7469741554,0.11147031777172839,11.147031777172838,0.0,0.0,0.0,0.0,8.91762542173827,2.229406355434568
8860145b69fffff,413,148405.41666499985,759532.1870922735,0.19539055643335163,19.539055643335164,0.0,0.0,0.0,0.0,15.631244514668133,3.9078111286670314
8860145b6bfffff,1078,230389.8940961615,759424.2508506975,0.3033744232398184,30.33744232398184,0.0,0.0,0.0,0.0,24.269953859185474,6.067488464796366
8860145b6dfffff,1150,204435.4646543848,759574.4085333339,0.26914475047827147,26.914475047827146,0.0,0.0,0.0,0.0,21.53158003826172,5.382895009565427
8861892501fffff,45,11008.808817697789,760422.0775236053,0.014477234608375833,1.4477234608375833,0.0,0.0,0.0,0.0,1.1581787686700666,0.28954469216751666
8861892503fffff,250,57265.83704921961,760314.3203505586,0.07531863535440976,7.531863535440976,0.0,0.0,0.0,0.0,6.0254908283527815,1.506372707088195
8861892507fffff,18,2676.126132798254,760356.7182663562,0.003519566630383603,0.3519566630383603,0.0,0.0,0.0,0.0,0.28156533043068827,0.07039133260767205
8861892511fffff,98,30523.096408258178,760164.0747330326,0.04015330035029319,4.0153300350293195,0.0,0.0,0.0,0.0,3.212264028023456,0.8030660070058637
8861892513fffff,1804,290198.9752656715,760056.2485897946,0.38181249848824417,38.181249848824415,0.0,0.0,0.0,0.0,30.54499987905953,7.636249969764883
8861892515fffff,6,10029.908934741923,760206.5366491139,0.013193663104966693,1.3193663104966693,0.0,0.0,0.0,0.0,1.0554930483973355,0.2638732620993338
8861892517fffff,113,42860.324135048504,760098.7264500752,0.05638783837360325,5.638783837360325,0.0,0.0,0.0,0.0,4.51102706988826,1.1277567674720652
8861892519fffff,12,16853.826806393205,760229.3804057286,0.022169396817311175,2.2169396817311173,0.0,0.0,0.0,0.0,1.773551745384894,0.4433879363462234
886189251bfffff,807,165352.73333991197,760121.5648044213,0.21753459051310708,21.75345905131071,0.0,0.0,0.0,0.0,17.40276724104857,4.350691810262141
8861892523fffff,1368,229177.84549556297,760333.6341788635,0.30141747674107283,30.141747674107283,0.0,0.0,0.0,0.0,24.113398139285827,6.028349534821455
8861892527fffff,29,97945.88194917243,760375.9039031033,0.12881244848292026,12.881244848292026,0.0,0.0,0.0,0.0,10.30499587863362,2.5762489696584048
886189252bfffff,632,92820.517470796,760399.0681255686,0.12206816310230942,12.206816310230941,0.0,0.0,0.0,0.0,9.765453048184753,2.4413632620461883
8861892531fffff,420,168336.1177745539,760183.5381194194,0.22144141425502625,22.144141425502625,0.0,0.0,0.0,0.0,17.7153131404021,4.428828285100526
8861892533fffff,944,199238.7138826305,760075.7333563832,0.26213008143651884,26.213008143651884,0.0,0.0,0.0,0.0,20.970406514921507,5.242601628730377
8861892535fffff,1150,225798.865958552,760225.8719040026,0.29701549802959704,29.701549802959704,0.0,0.0,0.0,0.0,23.761239842367765,5.940309960591939
8861892537fffff,1570,243716.3041210882,760118.083116048,0.32062953050924825,32.062953050924826,0.0,0.0,0.0,0.0,25.650362440739862,6.412590610184964
8861892539fffff,149,73085.08786664855,760248.9505381426,0.09613309931557977,9.613309931557977,0.0,0.0,0.0,0.0,7.690647945246382,1.9226619863115948
886189253bfffff,66,87544.16309422489,760141.1562975044,0.11516829784698805,11.516829784698805,0.0,0.0,0.0,0.0,9.213463827759044,2.3033659569397607
886189253dfffff,1424,267003.3785812791,760291.3163857074,0.3511856216516673,35.11856216516673,0.0,0.0,0.0,0.0,28.094849732133383,7.023712433033346
8861892555fffff,2,3210.398578355662,760444.9320741046,0.00422173709488646,0.422173709488646,0.0,0.0,0.0,0.0,0.3377389675909168,0.0844347418977292
8861892557fffff,10,12641.250745960786,760337.1695033002,0.016625848706329643,1.6625848706329642,0.0,0.0,0.0,0.0,1.3300678965063715,0.33251697412659276
8861892581fffff,1578,258531.9377777433,759667.2212211605,0.3403226183198411,34.032261831984115,0.0,0.0,0.0,0.0,27.225809465587293,6.806452366396822
8861892583fffff,838,201330.047061273,759559.2789492799,0.2650616648904331,26.50616648904331,0.0,0.0,0.0,0.0,21.204933191234648,5.301233297808661
8861892585fffff,1085,179080.54410372983,759709.7147668367,0.23572233002008092,23.57223300200809,0.0,0.0,0.0,0.0,18.85778640160647,4.714446600401619
8861892587fffff,2461,282131.39285318536,759601.7883856054,0.37142012718638273,37.14201271863827,0.0,0.0,0.0,0.0,29.713610174910617,7.428402543727653
8861892589fffff,1044,273129.62932418566,759732.6115277903,0.35950757566525077,35.95075756652508,0.0,0.0,0.0,0.0,28.760606053220062,7.190151513305015
886189258bfffff,503,179726.31268023426,759624.6797250207,0.23659883292008635,23.659883292008637,0.0,0.0,0.0,0.0,18.92790663360691,4.731976658401727
886189258dfffff,1267,206271.3808366035,759775.1371342631,0.2714900379796877,27.149003797968767,0.0,0.0,0.0,0.0,21.719203038375014,5.429800759593753
8861892591fffff,1086,228042.8535909427,759408.7371173189,0.3002900051645218,30.029000516452182,0.0,0.0,0.0,0.0,24.023200413161746,6.0058001032904365
8861892593fffff,1358,258702.21875554882,759300.7263711467,0.3407111435174566,34.07111435174566,0.0,0.0,0.0,0.0,27.256891481396533,6.8142228703491305
8861892595fffff,1178,229603.45819891774,759451.3103487954,0.302328082222239,30.232808222223902,0.0,0.0,0.0,0.0,24.186246577779123,6.046561644444779
8861892597fffff,1014,273909.0212601945,759343.315446895,0.36071828866892874,36.07182886689287,0.0,0.0,0.0,0.0,28.857463093514298,7.214365773378574
8861892599fffff,936,201222.05631970937,759474.1162930011,0.26494919576966725,26.494919576966723,0.0,0.0,0.0,0.0,21.19593566157338,5.298983915393343
886189259bfffff,978,195103.53789019387,759366.1159856676,0.25692947549673956,25.692947549673956,0.0,0.0,0.0,0.0,20.554358039739167,5.138589509934789
886189259dfffff,1534,269324.8623087882,759516.7215810177,0.35460030655830566,35.460030655830565,0.0,0.0,0.0,0.0,28.368024524664452,7.092006131166112
88618925a1fffff,562,181650.98901936103,759686.6634090993,0.23911304195364036,23.911304195364036,0.0,0.0,0.0,0.0,19.12904335629123,4.782260839072805
88618925a3fffff,755,253852.98285131215,759578.7424849526,0.3342023264379875,33.42023264379875,0.0,0.0,0.0,0.0,26.736186115039,6.6840465287597475
88618925a5fffff,634,233283.52719834045,759729.0289671386,0.3070614894306361,30.70614894306361,0.0,0.0,0.0,0.0,24.56491915445089,6.141229788612719
88618925a7fffff,475,254813.74832569173,759621.1239656688,0.3354484759394449,33.54484759394449,0.0,0.0,0.0,0.0,26.83587807515559,6.708969518788898
88618925a9fffff,1182,124041.75009265417,759752.1603536194,0.16326607091833753,16.326607091833754,0.0,0.0,0.0,0.0,13.061285673467005,3.2653214183667494
88618925abfffff,1196,167635.84393886616,759644.2498771932,0.2206767759592293,22.06767759592293,0.0,0.0,0.0,0.0,17.654142076738346,4.413535519184585
88618925adfffff,1600,192873.69929085585,759794.5579619483,0.2538498035682367,25.38498035682367,0.0,0.0,0.0,0.0,20.30798428545894,5.076996071364732
88618925b1fffff,1322,233158.41670092076,759428.349886754,0.3070183207351811,30.70183207351811,0.0,0.0,0.0,0.0,24.561465658814488,6.140366414703621
88618925b3fffff,943,240241.62474283867,759320.3604249279,0.3163903370224336,31.639033702243356,0.0,0.0,0.0,0.0,25.311226961794688,6.327806740448668
88618925b5fffff,1047,215203.81161411703,759470.7952200734,0.2833602199960263,28.33602199960263,0.0,0.0,0.0,0.0,22.668817599682104,5.667204399920525
88618925b7fffff,1239,232707.60835509349,759362.8216411707,0.30645114788758665,30.645114788758665,0.0,0.0,0.0,0.0,24.516091831006932,6.129022957751733
88618925b9fffff,672,101446.75742591979,759493.835662141,0.133571534965095,13.3571534965095,0.0,0.0,0.0,0.0,10.685722797207601,2.671430699301899
88618925bbfffff,500,124198.40724004517,759385.8566228186,0.16355111983832168,16.355111983832167,0.0,0.0,0.0,0.0,13.084089587065733,3.2710223967664334
88618925bdfffff,1077,250328.14267091246,759536.3130464532,0.32958021673363025,32.95802167336303,0.0,0.0,0.0,0.0,26.366417338690425,6.591604334672603
88618925c1fffff,435,120942.3812557047,759905.8542166061,0.15915442759733087,15.915442759733086,0.0,0.0,0.0,0.0,12.73235420778647,3.183088551946616
88618925c3fffff,1697,218868.12846906492,759797.9592888972,0.2880609585657559,28.806095856575592,0.0,0.0,0.0,0.0,23.044876685260476,5.7612191713151155
88618925c5fffff,1251,260888.6701115459,759948.3959889973,0.343297875866986,34.3297875866986,0.0,0.0,0.0,0.0,27.46383006935888,6.865957517339719
88618925c7fffff,829,217395.63537677456,759840.5169592015,0.2861069270782875,28.61069270782875,0.0,0.0,0.0,0.0,22.888554166263003,5.722138541565748
88618925cdfffff,522,175711.5781921905,760013.7227333443,0.23119527047518856,23.119527047518858,0.0,0.0,0.0,0.0,18.495621638015088,4.62390540950377
